證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數,外資買賣超合計,資料日期
00940,元大台灣價值高息,2168000,1940000,228000,0,0,0,0,0,0,16639621,0,0,0,19029621,2390000,16639621,16867621,228000,20260918
8150,南茂            ,20713963,7173314,13540649,0,0,0,0,0,0,2459480,1734565,56000,1678565,954453,173538,780915,16000129,13540649,20260918
6257,矽格            ,18389813,5160645,13229168,0,0,0,25000,2000,23000,1777243,875297,91030,784267,1388069,395093,992976,15029411,13229168,20260918
00891,中信關鍵半導體  ,9842000,623000,9219000,0,0,0,0,0,0,4896995,0,0,0,5933995,1037000,4896995,14115995,9219000,20260918
009824,群益美國科技巨頭,11351000,9000,11342000,0,0,0,0,0,0,2314162,0,0,0,7597162,5283000,2314162,13656162,11342000,20260918
00982A,主動群益台灣強棒,5483000,347000,5136000,0,0,0,0,0,0,8229027,1343000,0,1343000,9434240,2548213,6886027,13365027,5136000,20260918
00992A,主動群益科技創新,14176150,3933020,10243130,0,0,0,2000000,0,2000000,743280,1243000,30000,1213000,10317699,10787419,-469720,12986410,10243130,20260918
0050,元大台灣50      ,6113504,22454398,-16340894,0,0,0,1320000,400000,920000,26692603,11186266,88000,11098266,22120930,6526593,15594337,11271709,-16340894,20260918
00881,國泰台灣科技龍頭,4683000,449000,4234000,0,0,0,0,0,0,6992546,1383675,999000,384675,7765871,1158000,6607871,11226546,4234000,20260918
00988A,主動統一全球創新,8906550,2198500,6708050,0,0,0,0,0,0,4393102,258000,0,258000,6745102,2610000,4135102,11101152,6708050,20260918
2337,旺宏            ,53745850,43892751,9853099,0,0,0,91000,8000,83000,553765,424000,4000,420000,174762,40997,133765,10489864,9853099,20260918
00990A,主動元大AI新經濟,1728000,180000,1548000,0,0,0,0,0,0,8213950,0,328000,-328000,8550950,9000,8541950,9761950,1548000,20260918
0052,富邦科技        ,1158237,988450,169787,0,0,0,30000,0,30000,8895387,1639249,1216000,423249,9341138,869000,8472138,9095174,169787,20260918
00686R,群益臺灣加權反1 ,10000,0,10000,0,0,0,0,0,0,9006649,0,0,0,12118500,3111851,9006649,9016649,10000,20260918
00671R,富邦NASDAQ反1   ,28000,28000,0,0,0,0,0,0,0,8578000,0,0,0,8720000,142000,8578000,8578000,0,20260918
00927,群益半導體收益  ,5120050,955025,4165025,0,0,0,0,0,0,4387085,0,0,0,5876569,1489484,4387085,8552110,4165025,20260918
2330,台積電          ,32975037,26935685,6039352,0,0,0,1615969,1137568,478401,1361432,1064550,86005,978545,422996,40109,382887,7879185,6039352,20260918
4763,材料*-KY        ,9287972,2864390,6423582,0,0,0,984000,0,984000,464321,68000,30000,38000,615506,189185,426321,7871903,6423582,20260918
3711,日月光投控      ,21066554,13851578,7214976,0,0,0,432238,992836,-560598,996401,823086,39000,784086,349444,137129,212315,7650779,7214976,20260918
009820,元大納斯達克精選,693000,20000,673000,0,0,0,0,0,0,6849464,0,0,0,7921464,1072000,6849464,7522464,673000,20260918
00409A,主動復華全球50  ,8661000,274000,8387000,0,0,0,0,0,0,-1454493,0,0,0,4989506,6443999,-1454493,6932507,8387000,20260918
2892,第一金          ,34864712,28154724,6709988,0,0,0,541000,1656255,-1115255,1192021,2691000,2075297,615703,1815779,1239461,576318,6786754,6709988,20260918
2412,中華電          ,24471220,17042274,7428946,0,0,0,82233,1214547,-1132314,425000,292000,68000,224000,201000,0,201000,6721632,7428946,20260918
00404A,主動聯博動能50  ,3836000,711000,3125000,0,0,0,0,0,0,2966267,0,0,0,7996598,5030331,2966267,6091267,3125000,20260918
00999A,主動野村臺灣高息,2319000,579000,1740000,0,0,0,0,0,0,4311085,0,0,0,5909085,1598000,4311085,6051085,1740000,20260918
2426,鼎元            ,14645710,9381900,5263810,0,0,0,0,0,0,542538,329000,0,329000,250094,36556,213538,5806348,5263810,20260918
00680L,元大美債20正2   ,1794000,15000,1779000,0,0,0,0,0,0,3666311,0,1600000,-1600000,5494311,228000,5266311,5445311,1779000,20260918
00637L,元大滬深300正2  ,1919000,965000,954000,0,0,0,0,0,0,4273266,0,0,0,7473508,3200242,4273266,5227266,954000,20260918
3714,富采            ,8279963,3635540,4644423,0,0,0,0,0,0,441727,613274,170000,443274,36309,37856,-1547,5086150,4644423,20260918
2542,興富發          ,10398282,9356897,1041385,0,0,0,4120000,11610,4108390,-144087,419000,303000,116000,195162,455249,-260087,5005688,1041385,20260918
00402A,主動安聯美國科技,2385000,31000,2354000,0,0,0,0,0,0,2572835,0,0,0,3537835,965000,2572835,4926835,2354000,20260918
3605,宏致            ,13304092,8339373,4964719,0,0,0,0,0,0,-138774,127000,104000,23000,294965,456739,-161774,4825945,4964719,20260918
00947,台新臺灣IC設計  ,3095062,368000,2727062,0,0,0,0,0,0,2086459,50000,10000,40000,4554281,2507822,2046459,4813521,2727062,20260918
2481,強茂            ,13782463,10520233,3262230,0,0,0,1217000,0,1217000,239205,285000,140000,145000,168718,74513,94205,4718435,3262230,20260918
3576,聯合再生        ,8138021,3596393,4541628,0,0,0,0,0,0,88000,67000,0,67000,21000,0,21000,4629628,4541628,20260918
00993A,主動安聯台灣    ,3127000,132301,2994699,0,0,0,0,0,0,1586738,0,0,0,3194738,1608000,1586738,4581437,2994699,20260918
3717,聯嘉投控        ,6324298,1469000,4855298,0,0,0,0,0,0,-294992,4000,300000,-296000,17140,16132,1008,4560306,4855298,20260918
2492,華新科          ,7544900,3131002,4413898,0,0,0,17000,78000,-61000,156422,144000,64000,80000,150414,73992,76422,4509320,4413898,20260918
085110,萬海元大63購05  ,0,0,0,0,0,0,0,0,0,4456000,0,0,0,4621000,165000,4456000,4456000,0,20260918
2464,盟立            ,13136089,8998000,4138089,0,0,0,8000,0,8000,251203,87000,13000,74000,251142,73939,177203,4397292,4138089,20260918
3042,晶技            ,6242046,2194473,4047573,0,0,0,160000,0,160000,185879,94000,12000,82000,190623,86744,103879,4393452,4047573,20260918
2885,元大金          ,47047197,37711922,9335275,0,0,0,178997,6013992,-5834995,782010,152000,1158,150842,688657,57489,631168,4282290,9335275,20260918
6168,宏齊            ,9059209,4887290,4171919,0,0,0,0,0,0,-11319,15000,2000,13000,66452,90771,-24319,4160600,4171919,20260918
3037,欣興            ,9499734,6425820,3073914,0,0,0,922748,110813,811935,197702,130200,48392,81808,309779,193885,115894,4083551,3073914,20260918
2327,國巨*           ,13245179,10822175,2423004,0,0,0,883109,246000,637109,1004558,791938,55364,736574,291110,23126,267984,4064671,2423004,20260918
069155,鴻海凱基5B購09  ,0,0,0,0,0,0,0,0,0,3998000,0,0,0,4192000,194000,3998000,3998000,0,20260918
3006,晶豪科          ,6300735,3375995,2924740,0,0,0,482000,0,482000,586235,587000,66051,520949,101613,36327,65286,3992975,2924740,20260918
1314,中石化          ,54734956,51294160,3440796,0,0,0,0,0,0,492749,1529000,1036251,492749,0,0,0,3933545,3440796,20260918
00664R,國泰臺灣加權反1 ,2000,2000,0,0,0,0,0,0,0,3790308,0,0,0,8678000,4887692,3790308,3790308,0,20260918
6213,聯茂            ,10010530,7305845,2704685,0,0,0,950000,61000,889000,-4596,278309,270641,7668,33508,45772,-12264,3589089,2704685,20260918
00980A,主動野村臺灣優選,1806000,113000,1693000,0,0,0,0,0,0,1893968,350000,0,350000,4040450,2496482,1543968,3586968,1693000,20260918
6239,力成            ,11997322,6884089,5113233,0,0,0,151165,2770000,-2618835,863241,664000,51030,612970,312596,62325,250271,3357639,5113233,20260918
086713,台達電元大64購08,0,0,0,0,0,0,0,0,0,3355000,0,0,0,3388000,33000,3355000,3355000,0,20260918
00676R,富邦臺灣加權反1 ,469000,52000,417000,0,0,0,0,0,0,2797584,0,0,0,5479000,2681416,2797584,3214584,417000,20260918
3189,景碩            ,10274835,7614816,2660019,0,0,0,310000,2000,308000,205557,126264,10000,116264,245007,155714,89293,3173576,2660019,20260918
2308,台達電          ,9748095,6917769,2830326,0,0,0,243944,264090,-20146,340208,320443,24300,296143,131042,86977,44065,3150388,2830326,20260918
2313,華通            ,20891624,17993743,2897881,0,0,0,549016,563000,-13984,244279,241184,60000,181184,102718,39623,63095,3128176,2897881,20260918
00935,野村臺灣新科技50,6947930,1087230,5860700,0,0,0,388000,0,388000,-3126292,5000,0,5000,2712879,5844171,-3131292,3122408,5860700,20260918
084481,萬海元大66購01  ,0,0,0,0,0,0,0,0,0,3093000,0,0,0,3173000,80000,3093000,3093000,0,20260918
00665L,富邦恒生國企正2 ,997000,391000,606000,0,0,0,0,0,0,2475879,0,0,0,3685111,1209232,2475879,3081879,606000,20260918
2454,聯發科          ,6549001,3662806,2886195,0,0,0,124007,244000,-119993,291712,212370,17000,195370,139448,43106,96342,3057914,2886195,20260918
072825,晶技永豐5C購04  ,0,0,0,0,0,0,0,0,0,3032000,0,0,0,5148000,2116000,3032000,3032000,0,20260918
00996A,主動兆豐台灣豐收,1167357,176300,991057,0,0,0,0,0,0,2040369,0,0,0,2352521,312152,2040369,3031426,991057,20260918
00688L,國泰20年美債正2 ,858000,45000,813000,0,0,0,0,0,0,2181509,0,0,0,2792544,611035,2181509,2994509,813000,20260918
083658,華邦電中信63購02,0,0,0,0,0,0,0,0,0,2957000,0,0,0,3132000,175000,2957000,2957000,0,20260918
00997A,主動群益美國增長,416000,651000,-235000,0,0,0,0,0,0,3174597,0,0,0,3878401,703804,3174597,2939597,-235000,20260918
3029,零壹            ,3622647,884200,2738447,0,0,0,0,1660,-1660,75637,13392,1000,12392,63245,0,63245,2812424,2738447,20260918
067409,聯電中信5B購02  ,0,0,0,0,0,0,0,0,0,2807000,0,0,0,3568000,761000,2807000,2807000,0,20260918
00900,富邦特選高股息30,599000,119000,480000,0,0,0,0,0,0,2310960,100000,0,100000,3571560,1360600,2210960,2790960,480000,20260918
3094,聯傑            ,4211000,1470700,2740300,0,0,0,0,0,0,15842,15842,0,15842,0,0,0,2756142,2740300,20260918
072717,聯電群益5C購06  ,0,0,0,0,0,0,0,0,0,2721000,0,0,0,2729000,8000,2721000,2721000,0,20260918
3035,智原            ,3794239,1996000,1798239,0,0,0,0,0,0,919898,587995,4000,583995,399857,63954,335903,2718137,1798239,20260918
2891,中信金          ,56595428,53703347,2892081,0,0,0,2680474,4294009,-1613535,1395677,2361000,1617864,743136,2070241,1417700,652541,2674223,2892081,20260918
2441,超豐            ,3585353,1071385,2513968,0,0,0,0,5000,-5000,144153,98000,4000,94000,92741,42588,50153,2653121,2513968,20260918
4915,致伸            ,3734000,836000,2898000,0,0,0,0,2183,-2183,-247749,37000,294000,-257000,9347,96,9251,2648068,2898000,20260918
00994A,主動第一金台股優,45000,36000,9000,0,0,0,0,0,0,2610949,100000,0,100000,2661720,150771,2510949,2619949,9000,20260918
03448T,臺股指凱基5B售18,0,0,0,0,0,0,0,0,0,2572000,0,0,0,2574000,2000,2572000,2572000,0,20260918
009827,玉山未來全球算力,2000,2000,0,0,0,0,0,0,0,2557000,0,0,0,3512000,955000,2557000,2557000,0,20260918
8110,華東            ,5579000,3271000,2308000,0,0,0,0,0,0,193446,130437,0,130437,64009,1000,63009,2501446,2308000,20260918
08086U,T50正2富邦5B售02,0,0,0,0,0,0,0,0,0,2500000,0,0,0,2500000,0,2500000,2500000,0,20260918
2305,全友            ,3285480,857000,2428480,0,0,0,0,0,0,50000,13000,1000,12000,59000,21000,38000,2478480,2428480,20260918
00641R,富邦日本反1     ,1000,1000,0,0,0,0,0,0,0,2456100,0,0,0,2508000,51900,2456100,2456100,0,20260918
00663L,國泰臺灣加權正2 ,230000,108000,122000,0,0,0,0,0,0,2255030,0,0,0,3150293,895263,2255030,2377030,122000,20260918
070339,臺股指元大5C購23,0,0,0,0,0,0,0,0,0,2309000,0,0,0,2329000,20000,2309000,2309000,0,20260918
8422,可寧衛*         ,10402104,6972000,3430104,0,0,0,0,909000,-909000,-270815,112000,379000,-267000,6185,10000,-3815,2250289,3430104,20260918
00983A,主動中信ARK創新 ,1852000,0,1852000,0,0,0,0,0,0,375694,0,0,0,1077694,702000,375694,2227694,1852000,20260918
3034,聯詠            ,3772031,1929820,1842211,0,0,0,342883,127407,215476,156869,75000,1000,74000,124170,41301,82869,2214556,1842211,20260918
00896,中信綠能及電動車,1033000,62000,971000,0,0,0,0,0,0,1214765,0,0,0,1279332,64567,1214765,2185765,971000,20260918
071284,T50正2凱基61購05,0,0,0,0,0,0,0,0,0,2178000,0,0,0,2179000,1000,2178000,2178000,0,20260918
00984A,主動安聯台灣高息,543000,80000,463000,0,0,0,0,0,0,1712857,0,0,0,1719890,7033,1712857,2175857,463000,20260918
061271,貿聯富邦61購01  ,0,0,0,0,0,0,0,0,0,2158000,0,0,0,2285000,127000,2158000,2158000,0,20260918
072774,聯電國票61購01  ,0,0,0,0,0,0,0,0,0,2139000,0,0,0,2156000,17000,2139000,2139000,0,20260918
069579,臺股指群益5B購39,0,0,0,0,0,0,0,0,0,2103000,0,0,0,2117000,14000,2103000,2103000,0,20260918
076258,台塑化國泰62購02,0,0,0,0,0,0,0,0,0,2103000,0,0,0,2103000,0,2103000,2103000,0,20260918
1808,潤隆            ,2763175,686000,2077175,0,0,0,0,0,0,-1000,26000,27000,-1000,0,0,0,2076175,2077175,20260918
052824,金寶凱基5A購01  ,0,0,0,0,0,0,0,0,0,2072000,0,0,0,2072000,0,2072000,2072000,0,20260918
074837,台積電凱基65購08,0,0,0,0,0,0,0,0,0,2060000,0,0,0,2061000,1000,2060000,2060000,0,20260918
00898,國泰基因免疫革命,859000,28000,831000,0,0,0,0,0,0,1183019,0,0,0,1508019,325000,1183019,2014019,831000,20260918
00923,群益台ESG低碳50 ,312002,74000,238002,0,0,0,0,0,0,1727255,69000,0,69000,1816551,158296,1658255,1965257,238002,20260918
2615,萬海            ,14480347,11593302,2887045,0,0,0,19996,806711,-786715,-149105,478739,295000,183739,786241,1119085,-332844,1951225,2887045,20260918
6112,邁達特          ,2965300,1276000,1689300,0,0,0,0,0,0,246802,10000,5000,5000,250081,8279,241802,1936102,1689300,20260918
3045,台灣大          ,12192421,12526155,-333734,0,0,0,3010307,861815,2148492,54543,127000,150457,-23457,78000,0,78000,1869301,-333734,20260918
061945,台達電中信63購02,0,0,0,0,0,0,0,0,0,1867000,0,0,0,2006000,139000,1867000,1867000,0,20260918
058489,貿聯國票64購01  ,0,0,0,0,0,0,0,0,0,1863000,0,0,0,1916000,53000,1863000,1863000,0,20260918
071990,聯電元大61購18  ,0,0,0,0,0,0,0,0,0,1847000,0,0,0,1877000,30000,1847000,1847000,0,20260918
085956,聯電富邦69購01  ,0,0,0,0,0,0,0,0,0,1822000,0,0,0,1914000,92000,1822000,1822000,0,20260918
074448,華通群益67購01  ,0,0,0,0,0,0,0,0,0,1796000,0,0,0,2004000,208000,1796000,1796000,0,20260918
081577,萬海中信62購01  ,0,0,0,0,0,0,0,0,0,1779000,0,0,0,1959000,180000,1779000,1779000,0,20260918
083169,惠特凱基65購01  ,0,0,0,0,0,0,0,0,0,1767000,0,0,0,1900000,133000,1767000,1767000,0,20260918
071190,T50正2台新5C購09,0,0,0,0,0,0,0,0,0,1755000,0,0,0,1806000,51000,1755000,1755000,0,20260918
00408A,主動第一金優股息,12000,19000,-7000,0,0,0,0,0,0,1715895,0,0,0,1717193,1298,1715895,1708895,-7000,20260918
075545,臺股指元大63購25,0,0,0,0,0,0,0,0,0,1674000,0,0,0,1931000,257000,1674000,1674000,0,20260918
065011,啟碁富邦61購03  ,0,0,0,0,0,0,0,0,0,1628000,0,0,0,1628000,0,1628000,1628000,0,20260918
08619U,健策群益63售02  ,0,0,0,0,0,0,0,0,0,1621000,0,0,0,3290000,1669000,1621000,1621000,0,20260918
069450,聯電富邦63購01  ,0,0,0,0,0,0,0,0,0,1612000,0,0,0,2062000,450000,1612000,1612000,0,20260918
6226,光鼎            ,36767090,34272569,2494521,0,0,0,0,0,0,-901387,2004,903391,-901387,0,0,0,1593134,2494521,20260918
067979,聯電統一63購03  ,0,0,0,0,0,0,0,0,0,1581000,0,0,0,1688000,107000,1581000,1581000,0,20260918
083758,國巨群益65購03  ,0,0,0,0,0,0,0,0,0,1579000,0,0,0,1599000,20000,1579000,1579000,0,20260918
2006,東和鋼鐵        ,3745092,1674337,2070755,0,0,0,0,483257,-483257,-18773,63000,61000,2000,21708,42481,-20773,1568725,2070755,20260918
079018,嘉晶統一6C購01  ,0,0,0,0,0,0,0,0,0,1554000,0,0,0,1600000,46000,1554000,1554000,0,20260918
00738U,期元大道瓊白銀  ,42020,15000,27020,0,0,0,0,0,0,1524394,0,0,0,2026394,502000,1524394,1551414,27020,20260918
072668,臺股指凱基63購19,0,0,0,0,0,0,0,0,0,1540000,0,0,0,1540000,0,1540000,1540000,0,20260918
6443,元晶            ,6580214,5039569,1540645,0,0,0,0,0,0,-5084,10058,15142,-5084,0,0,0,1535561,1540645,20260918
062027,啟碁凱基5C購02  ,0,0,0,0,0,0,0,0,0,1527000,0,0,0,1527000,0,1527000,1527000,0,20260918
2034,允強            ,1898667,397000,1501667,0,0,0,0,0,0,12485,21000,11000,10000,2897,412,2485,1514152,1501667,20260918
063295,矽格國票61購03  ,0,0,0,0,0,0,0,0,0,1505000,0,0,0,1780000,275000,1505000,1505000,0,20260918
084671,萬海元大63購03  ,0,0,0,0,0,0,0,0,0,1504000,0,0,0,1518000,14000,1504000,1504000,0,20260918
077003,台塑元大61購08  ,0,0,0,0,0,0,0,0,0,1503000,0,0,0,1509000,6000,1503000,1503000,0,20260918
064452,精成科群益62購01,0,0,0,0,0,0,0,0,0,1503000,0,0,0,1503000,0,1503000,1503000,0,20260918
082334,臺指反元大64購02,0,0,0,0,0,0,0,0,0,1497000,0,0,0,1497000,0,1497000,1497000,0,20260918
2329,華泰            ,4190022,2743000,1447022,0,0,0,0,0,0,44000,100000,80000,20000,43000,19000,24000,1491022,1447022,20260918
082589,國巨永豐64購04  ,0,0,0,0,0,0,0,0,0,1490000,0,0,0,1490000,0,1490000,1490000,0,20260918
083781,宏致群益63購02  ,0,0,0,0,0,0,0,0,0,1488000,0,0,0,1500000,12000,1488000,1488000,0,20260918
070434,T50反1元大5C購07,0,0,0,0,0,0,0,0,0,1488000,0,0,0,1591000,103000,1488000,1488000,0,20260918
2855,統一證          ,2498740,1433592,1065148,0,0,0,426000,5184,420816,0,0,0,0,0,0,0,1485964,1065148,20260918
2883B,凱基金乙特      ,1985000,46000,1939000,0,0,0,0,0,0,-458000,0,458000,-458000,0,0,0,1481000,1939000,20260918
1727,中華化          ,5942678,4251796,1690882,0,0,0,0,0,0,-222646,39000,152000,-113000,137301,246947,-109646,1468236,1690882,20260918
6672,騰輝電子-KY     ,2725571,1317200,1408371,0,0,0,2000,0,2000,52482,8000,0,8000,72401,27919,44482,1462853,1408371,20260918
00897,富邦基因免疫生技,754000,22000,732000,0,0,0,0,0,0,730135,0,0,0,1159159,429024,730135,1462135,732000,20260918
081799,萬海元大62購04  ,0,0,0,0,0,0,0,0,0,1442000,0,0,0,1725000,283000,1442000,1442000,0,20260918
2340,台亞            ,2257231,995076,1262155,0,0,0,0,0,0,143659,135000,3000,132000,32478,20819,11659,1405814,1262155,20260918
070163,華邦電國票61購03,0,0,0,0,0,0,0,0,0,1405000,0,0,0,1468000,63000,1405000,1405000,0,20260918
073830,祥碩國票61購01  ,0,0,0,0,0,0,0,0,0,1400000,0,0,0,1450000,50000,1400000,1400000,0,20260918
063531,矽格富邦62購02  ,0,0,0,0,0,0,0,0,0,1398000,0,0,0,2741000,1343000,1398000,1398000,0,20260918
00410A,主動永豐科技趨勢,1961000,929000,1032000,0,0,0,0,0,0,365314,0,0,0,2735507,2370193,365314,1397314,1032000,20260918
083177,台達電元大63購06,0,0,0,0,0,0,0,0,0,1395000,0,0,0,1503000,108000,1395000,1395000,0,20260918
061231,保瑞群益61購01  ,0,0,0,0,0,0,0,0,0,1394000,0,0,0,1395000,1000,1394000,1394000,0,20260918
083387,聯電國票63購05  ,0,0,0,0,0,0,0,0,0,1356000,0,0,0,1360000,4000,1356000,1356000,0,20260918
03913T,台灣50永豐61售04,0,0,0,0,0,0,0,0,0,1349000,0,0,0,1349000,0,1349000,1349000,0,20260918
086207,萬海元大63購06  ,0,0,0,0,0,0,0,0,0,1348000,0,0,0,1348000,0,1348000,1348000,0,20260918
080774,大聯大元大64購03,0,0,0,0,0,0,0,0,0,1335000,0,0,0,1434000,99000,1335000,1335000,0,20260918
074455,研華群益61購01  ,0,0,0,0,0,0,0,0,0,1334000,0,0,0,1532000,198000,1334000,1334000,0,20260918
065712,T50反1元大5C購06,0,0,0,0,0,0,0,0,0,1325000,0,0,0,1325000,0,1325000,1325000,0,20260918
080535,文曄元大64購03  ,0,0,0,0,0,0,0,0,0,1310000,0,0,0,1315000,5000,1310000,1310000,0,20260918
069718,聯電元大5C購07  ,0,0,0,0,0,0,0,0,0,1289000,0,0,0,1602000,313000,1289000,1289000,0,20260918
071548,南亞科統一64購03,0,0,0,0,0,0,0,0,0,1282000,0,0,0,1458000,176000,1282000,1282000,0,20260918
064571,貿聯台新5B購01  ,0,0,0,0,0,0,0,0,0,1281000,0,0,0,1301000,20000,1281000,1281000,0,20260918
04480T,臺股指元大63售45,0,0,0,0,0,0,0,0,0,1259000,0,0,0,1299000,40000,1259000,1259000,0,20260918
084996,上銀富邦66購01  ,0,0,0,0,0,0,0,0,0,1258000,0,0,0,1258000,0,1258000,1258000,0,20260918
063831,台積電富邦5C購08,0,0,0,0,0,0,0,0,0,1246000,0,0,0,1552000,306000,1246000,1246000,0,20260918
3702,大聯大          ,8624273,8450025,174248,0,0,0,1309526,26000,1283526,-215705,577000,953000,-376000,491029,330734,160295,1242069,174248,20260918
063351,台達電永豐5B購03,0,0,0,0,0,0,0,0,0,1242000,0,0,0,1317000,75000,1242000,1242000,0,20260918
083174,亞德客元大63購04,0,0,0,0,0,0,0,0,0,1240000,0,0,0,1430000,190000,1240000,1240000,0,20260918
060309,貿聯國票5A購03  ,0,0,0,0,0,0,0,0,0,1239000,0,0,0,1258000,19000,1239000,1239000,0,20260918
8261,富鼎            ,4160009,2933000,1227009,0,0,0,0,0,0,11847,1000,0,1000,32018,21171,10847,1238856,1227009,20260918
057489,新興國票5A購01  ,0,0,0,0,0,0,0,0,0,1237000,0,0,0,1418000,181000,1237000,1237000,0,20260918
075090,群臺2X中信67購02,0,0,0,0,0,0,0,0,0,1219000,0,0,0,1219000,0,1219000,1219000,0,20260918
009802,富邦旗艦50      ,557050,485000,72050,0,0,0,0,0,0,1146416,196000,0,196000,3863554,2913138,950416,1218466,72050,20260918
071443,玉晶光統一6A購01,0,0,0,0,0,0,0,0,0,1210000,0,0,0,2104000,894000,1210000,1210000,0,20260918
6426,統新            ,3028315,1824804,1203511,0,0,0,0,0,0,-3579,2000,1000,1000,34831,39410,-4579,1199932,1203511,20260918
065101,貿聯國票5B購04  ,0,0,0,0,0,0,0,0,0,1198000,0,0,0,1198000,0,1198000,1198000,0,20260918
083030,瀚荃元大63購02  ,0,0,0,0,0,0,0,0,0,1194000,0,0,0,1196000,2000,1194000,1194000,0,20260918
067170,臻鼎群益5B購01  ,0,0,0,0,0,0,0,0,0,1190000,0,0,0,1200000,10000,1190000,1190000,0,20260918
053316,道瓊銀群益63購01,0,0,0,0,0,0,0,0,0,1188000,0,0,0,1198000,10000,1188000,1188000,0,20260918
071438,緯創統一63購02  ,0,0,0,0,0,0,0,0,0,1174000,0,0,0,1208000,34000,1174000,1174000,0,20260918
085530,昇陽半群益63購01,0,0,0,0,0,0,0,0,0,1162000,0,0,0,1338000,176000,1162000,1162000,0,20260918
00951,台新日本半導體  ,1187000,40000,1147000,0,0,0,0,0,0,11594,0,0,0,1059253,1047659,11594,1158594,1147000,20260918
00987A,主動台新優勢成長,1426000,110000,1316000,0,0,0,0,0,0,-160485,0,0,0,2025111,2185596,-160485,1155515,1316000,20260918
081474,聯電群益63購02  ,0,0,0,0,0,0,0,0,0,1142000,0,0,0,1155000,13000,1142000,1142000,0,20260918
069325,京元電凱基61購03,0,0,0,0,0,0,0,0,0,1140000,0,0,0,1140000,0,1140000,1140000,0,20260918
00946,群益科技高息成長,164000,69000,95000,0,0,0,0,0,0,1038203,0,0,0,1171117,132914,1038203,1133203,95000,20260918
2368,金像電          ,4117162,4046644,70518,0,0,0,1266893,529351,737542,312541,107259,59110,48149,381100,116708,264392,1120601,70518,20260918
00995A,主動中信台灣卓越,430000,27000,403000,0,0,0,0,0,0,717186,0,0,0,1432480,715294,717186,1120186,403000,20260918
082426,上証2X凱基65購01,0,0,0,0,0,0,0,0,0,1117000,0,0,0,1117000,0,1117000,1117000,0,20260918
