證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數,外資買賣超合計,資料日期
2883,凱基金          ,22789757,21771803,1017954,0,0,0,2189000,0,2189000,938622,754000,451907,302093,850706,214177,636529,4145576,1017954,20260914
080429,友達群益63購05  ,0,0,0,0,0,0,0,0,0,4145000,0,0,0,4403000,258000,4145000,4145000,0,20260914
2327,國巨*           ,10355708,6645068,3710640,0,0,0,995002,255000,740002,-402097,34000,391586,-357586,228133,272644,-44511,4048545,3710640,20260914
072487,友達國泰61購03  ,0,0,0,0,0,0,0,0,0,3963000,0,0,0,4058000,95000,3963000,3963000,0,20260914
2449,京元電子        ,7168575,3061625,4106950,0,0,0,23000,100000,-77000,-123868,101287,204820,-103533,315883,336218,-20335,3906082,4106950,20260914
072014,南亞台新5C購03  ,0,0,0,0,0,0,0,0,0,3884000,0,0,0,3884000,0,3884000,3884000,0,20260914
083649,玉晶光統一71購01,0,0,0,0,0,0,0,0,0,3772000,0,0,0,4023000,251000,3772000,3772000,0,20260914
2885,元大金          ,8162024,6257626,1904398,0,0,0,1902000,64000,1838000,24189,6000,50370,-44370,333445,264886,68559,3766587,1904398,20260914
2890,永豐金          ,19098382,21309543,-2211161,0,0,0,5357000,0,5357000,545230,570000,190150,379850,176994,11614,165380,3691069,-2211161,20260914
077309,友達台新61購04  ,0,0,0,0,0,0,0,0,0,3674000,0,0,0,3983000,309000,3674000,3674000,0,20260914
078870,友達國泰63購02  ,0,0,0,0,0,0,0,0,0,3661000,0,0,0,4020000,359000,3661000,3661000,0,20260914
074634,晶技凱基61購03  ,0,0,0,0,0,0,0,0,0,3614000,0,0,0,3704000,90000,3614000,3614000,0,20260914
00900,富邦特選高股息30,861000,570000,291000,0,0,0,0,0,0,3255485,597000,124000,473000,3304159,521674,2782485,3546485,291000,20260914
070921,金寶台新5C購01  ,0,0,0,0,0,0,0,0,0,3483000,0,0,0,3493000,10000,3483000,3483000,0,20260914
084096,玉晶光中信67購01,0,0,0,0,0,0,0,0,0,3393000,0,0,0,3393000,0,3393000,3393000,0,20260914
04020C,元債2X富邦65牛01,0,0,0,0,0,0,0,0,0,3344000,0,0,0,3509000,165000,3344000,3344000,0,20260914
00676R,富邦臺灣加權反1 ,171000,83000,88000,0,0,0,0,0,0,3199818,50000,0,50000,3417000,267182,3149818,3287818,88000,20260914
071104,晶技國泰61購01  ,0,0,0,0,0,0,0,0,0,3216000,0,0,0,3216000,0,3216000,3216000,0,20260914
083665,玉晶光中信63購02,0,0,0,0,0,0,0,0,0,3157000,0,0,0,3159000,2000,3157000,3157000,0,20260914
2855,統一證          ,3430587,1576000,1854587,0,0,0,1188300,0,1188300,0,0,0,0,0,0,0,3042887,1854587,20260914
5876,上海商銀        ,5813286,2689896,3123390,0,0,0,300000,519000,-219000,110779,58000,34,57966,61813,9000,52813,3015169,3123390,20260914
03732B,臺股指元大61熊24,0,0,0,0,0,0,0,0,0,2974000,0,0,0,7340000,4366000,2974000,2974000,0,20260914
00688L,國泰20年美債正2 ,940000,200000,740000,0,0,0,0,0,0,2201775,0,0,0,2677000,475225,2201775,2941775,740000,20260914
082193,台積電群益68購04,2000,0,2000,0,0,0,0,0,0,2930000,0,0,0,3024000,94000,2930000,2932000,2000,20260914
009805,台新美國電力基建,548200,76000,472200,0,0,0,0,0,0,2347390,10000,0,10000,3844000,1506610,2337390,2819590,472200,20260914
072047,上証2X國票61購02,0,0,0,0,0,0,0,0,0,2767000,0,0,0,2767000,0,2767000,2767000,0,20260914
068127,華城元大5B購03  ,0,0,0,0,0,0,0,0,0,2764000,0,0,0,3080000,316000,2764000,2764000,0,20260914
1718,中纖            ,5648591,3015000,2633591,0,0,0,0,0,0,-73027,33000,119000,-86000,28741,15768,12973,2560564,2633591,20260914
069954,力積電台新5C購02,0,0,0,0,0,0,0,0,0,2498000,0,0,0,6024000,3526000,2498000,2498000,0,20260914
1314,中石化          ,6042744,3687647,2355097,0,0,0,0,0,0,130000,372000,242000,130000,0,0,0,2485097,2355097,20260914
071950,玉晶光統一66購02,0,0,0,0,0,0,0,0,0,2391000,0,0,0,2391000,0,2391000,2391000,0,20260914
071559,強茂統一63購03  ,0,0,0,0,0,0,0,0,0,2312000,0,0,0,2809000,497000,2312000,2312000,0,20260914
03735B,臺股指元大5B熊28,0,0,0,0,0,0,0,0,0,2300000,0,0,0,3810000,1510000,2300000,2300000,0,20260914
2880,華南金          ,8036232,5546167,2490065,0,0,0,15000,0,15000,-212815,6001,252587,-246586,295387,261616,33771,2292250,2490065,20260914
084029,玉晶光元大66購03,0,0,0,0,0,0,0,0,0,2182000,0,0,0,2212000,30000,2182000,2182000,0,20260914
072267,友達永豐64購03  ,0,0,0,0,0,0,0,0,0,2180000,0,0,0,2180000,0,2180000,2180000,0,20260914
080755,金像電元大63購10,0,0,0,0,0,0,0,0,0,2167000,0,0,0,2167000,0,2167000,2167000,0,20260914
070193,友達富邦5C購03  ,0,0,0,0,0,0,0,0,0,2162000,0,0,0,2182000,20000,2162000,2162000,0,20260914
5871,中租-KY         ,4851359,2796251,2055108,0,0,0,105941,0,105941,-19038,20000,24000,-4000,48691,63729,-15038,2142011,2055108,20260914
1714,和桐            ,4952622,2656000,2296622,0,0,0,0,0,0,-224115,31000,184000,-153000,41000,112115,-71115,2072507,2296622,20260914
6226,光鼎            ,8970120,6856000,2114120,0,0,0,0,0,0,-70476,2524,73000,-70476,0,0,0,2043644,2114120,20260914
064510,同欣電國票5B購01,0,0,0,0,0,0,0,0,0,2008000,0,0,0,2008000,0,2008000,2008000,0,20260914
03847T,臺股指群益61售21,0,0,0,0,0,0,0,0,0,1996000,0,0,0,1996000,0,1996000,1996000,0,20260914
3034,聯詠            ,2612975,751568,1861407,0,0,0,33000,27000,6000,103268,39128,21055,18073,137463,52268,85195,1970675,1861407,20260914
084026,玉晶光元大63購06,0,0,0,0,0,0,0,0,0,1933000,0,0,0,1933000,0,1933000,1933000,0,20260914
2312,金寶            ,4887334,3200101,1687233,0,0,0,40000,0,40000,201934,135000,34000,101000,245661,144727,100934,1929167,1687233,20260914
078120,愛普國票63購01  ,0,0,0,0,0,0,0,0,0,1890000,0,0,0,1949000,59000,1890000,1890000,0,20260914
03048T,台灣50富邦5A售04,0,0,0,0,0,0,0,0,0,1889000,0,0,0,1889000,0,1889000,1889000,0,20260914
083346,大立光中信65購01,0,0,0,0,0,0,0,0,0,1888000,0,0,0,2445000,557000,1888000,1888000,0,20260914
03525T,臺股指元大5C售24,0,0,0,0,0,0,0,0,0,1866000,0,0,0,1866000,0,1866000,1866000,0,20260914
082289,萬海中信62購02  ,0,0,0,0,0,0,0,0,0,1853000,0,0,0,2951000,1098000,1853000,1853000,0,20260914
3045,台灣大          ,2395022,438649,1956373,0,0,0,67000,179000,-112000,3011,1000,7001,-6001,9012,0,9012,1847384,1956373,20260914
075402,光罩統一67購01  ,0,0,0,0,0,0,0,0,0,1835000,0,0,0,2116000,281000,1835000,1835000,0,20260914
069012,臺股指台新5C購03,0,0,0,0,0,0,0,0,0,1827000,0,0,0,1904000,77000,1827000,1827000,0,20260914
6168,宏齊            ,2389552,721000,1668552,0,0,0,0,0,0,93339,93000,0,93000,4339,4000,339,1761891,1668552,20260914
2812,台中銀          ,5875969,4251134,1624835,0,0,0,0,0,0,99000,15000,0,15000,84000,0,84000,1723835,1624835,20260914
082116,臻鼎富邦64購04  ,0,0,0,0,0,0,0,0,0,1698000,0,0,0,1773000,75000,1698000,1698000,0,20260914
070423,友達群益5C購02  ,0,0,0,0,0,0,0,0,0,1691000,0,0,0,2104000,413000,1691000,1691000,0,20260914
084031,玉晶光元大68購01,0,0,0,0,0,0,0,0,0,1687000,0,0,0,1687000,0,1687000,1687000,0,20260914
00878,國泰永續高股息  ,3984068,10785502,-6801434,0,0,0,0,0,0,8440809,15716,0,15716,12715628,4290535,8425093,1639375,-6801434,20260914
03396T,臻鼎中信63售01  ,0,0,0,0,0,0,0,0,0,1620000,0,0,0,1620000,0,1620000,1620000,0,20260914
084030,玉晶光元大67購01,0,0,0,0,0,0,0,0,0,1607000,0,0,0,1844000,237000,1607000,1607000,0,20260914
080905,金像電元大64購10,0,0,0,0,0,0,0,0,0,1582000,0,0,0,1618000,36000,1582000,1582000,0,20260914
081393,聯電國票64購01  ,0,0,0,0,0,0,0,0,0,1555000,0,0,0,2591000,1036000,1555000,1555000,0,20260914
04446T,臺股指凱基64售06,0,0,0,0,0,0,0,0,0,1535000,0,0,0,1718000,183000,1535000,1535000,0,20260914
084694,大銀元大63購06  ,0,0,0,0,0,0,0,0,0,1517000,0,0,0,1670000,153000,1517000,1517000,0,20260914
2363,矽統            ,2068421,620000,1448421,0,0,0,0,0,0,63216,0,6000,-6000,84914,15698,69216,1511637,1448421,20260914
3702,大聯大          ,4132402,2539706,1592696,0,0,0,26000,0,26000,-108036,23079,48000,-24921,91125,174240,-83115,1510660,1592696,20260914
075266,金像電元大61購16,0,0,0,0,0,0,0,0,0,1508000,0,0,0,1508000,0,1508000,1508000,0,20260914
00706L,期元大S&P日圓正2,8000,8000,0,0,0,0,0,0,0,1498028,0,0,0,1547028,49000,1498028,1498028,0,20260914
069187,金寶群益5B購01  ,0,0,0,0,0,0,0,0,0,1497000,0,0,0,2495000,998000,1497000,1497000,0,20260914
082838,致茂群益63購01  ,0,0,0,0,0,0,0,0,0,1493000,0,0,0,2271000,778000,1493000,1493000,0,20260914
03399T,台股增國票5B售07,0,0,0,0,0,0,0,0,0,1468000,0,0,0,1543000,75000,1468000,1468000,0,20260914
00882,中信中國高股息  ,82000,2000,80000,0,0,0,0,0,0,1383335,3000,0,3000,1810000,429665,1380335,1463335,80000,20260914
3042,晶技            ,3309301,1437150,1872151,0,0,0,0,175000,-175000,-234852,136998,90170,46828,133589,415269,-281680,1462299,1872151,20260914
2377,微星            ,4630443,3028669,1601774,0,0,0,68000,0,68000,-210095,19221,160000,-140779,139085,208401,-69316,1459679,1601774,20260914
2801,彰銀            ,21065435,25239092,-4173657,0,0,0,6073000,0,6073000,-449000,390000,588000,-198000,98000,349000,-251000,1450343,-4173657,20260914
03765T,臺股指台新61售02,0,0,0,0,0,0,0,0,0,1416000,0,0,0,1655000,239000,1416000,1416000,0,20260914
058736,嘉澤國票61購01  ,0,0,0,0,0,0,0,0,0,1414000,0,0,0,1835000,421000,1414000,1414000,0,20260914
064381,華城台新5A購01  ,0,0,0,0,0,0,0,0,0,1405000,0,0,0,1505000,100000,1405000,1405000,0,20260914
067430,嘉基永豐5C購01  ,0,0,0,0,0,0,0,0,0,1391000,0,0,0,1391000,0,1391000,1391000,0,20260914
064027,大銀統一63購02  ,0,0,0,0,0,0,0,0,0,1388000,0,0,0,1405000,17000,1388000,1388000,0,20260914
071683,玉晶光中信5C購01,0,0,0,0,0,0,0,0,0,1388000,0,0,0,1593000,205000,1388000,1388000,0,20260914
080809,力成中信64購02  ,0,0,0,0,0,0,0,0,0,1374000,0,0,0,1716000,342000,1374000,1374000,0,20260914
070923,友達台新5C購04  ,0,0,0,0,0,0,0,0,0,1371000,0,0,0,1371000,0,1371000,1371000,0,20260914
069200,友達群益5B購08  ,0,0,0,0,0,0,0,0,0,1324000,0,0,0,1424000,100000,1324000,1324000,0,20260914
2882,國泰金          ,11616925,11425729,191196,0,0,0,826000,0,826000,305647,560998,305443,255555,470470,420378,50092,1322843,191196,20260914
077982,愛普國票61購02  ,0,0,0,0,0,0,0,0,0,1317000,0,0,0,1788000,471000,1317000,1317000,0,20260914
084696,大銀元大64購02  ,0,0,0,0,0,0,0,0,0,1316000,0,0,0,1479000,163000,1316000,1316000,0,20260914
2820,華票            ,1880049,621000,1259049,0,0,0,0,0,0,53000,53000,0,53000,0,0,0,1312049,1259049,20260914
085604,順德台新63購01  ,0,0,0,0,0,0,0,0,0,1279000,0,0,0,1875000,596000,1279000,1279000,0,20260914
00665L,富邦恒生國企正2 ,1620000,650000,970000,0,0,0,0,0,0,294461,0,0,0,2332233,2037772,294461,1264461,970000,20260914
064314,大聯大富邦5C購01,0,0,0,0,0,0,0,0,0,1254000,0,0,0,1897000,643000,1254000,1254000,0,20260914
073113,微星元大5C購05  ,0,0,0,0,0,0,0,0,0,1252000,0,0,0,1670000,418000,1252000,1252000,0,20260914
071082,晶技凱基5C購01  ,0,0,0,0,0,0,0,0,0,1235000,0,0,0,1235000,0,1235000,1235000,0,20260914
03051T,臺股指富邦5A售14,0,0,0,0,0,0,0,0,0,1233000,0,0,0,1233000,0,1233000,1233000,0,20260914
084027,玉晶光元大63購07,0,0,0,0,0,0,0,0,0,1227000,0,0,0,1229000,2000,1227000,1227000,0,20260914
080525,金像電元大64購08,0,0,0,0,0,0,0,0,0,1223000,0,0,0,1223000,0,1223000,1223000,0,20260914
3094,聯傑            ,2734175,1510082,1224093,0,0,0,0,0,0,-1551,1014,2565,-1551,0,0,0,1222542,1224093,20260914
069826,華邦電凱基63購01,0,0,0,0,0,0,0,0,0,1214000,0,0,0,1286000,72000,1214000,1214000,0,20260914
2436,偉詮電          ,1768032,641000,1127032,0,0,0,0,0,0,79074,5000,33000,-28000,125287,18213,107074,1206106,1127032,20260914
1504,東元            ,4062771,3094000,968771,0,0,0,140000,0,140000,94924,64000,122000,-58000,232158,79234,152924,1203695,968771,20260914
084468,微星元大63購08  ,0,0,0,0,0,0,0,0,0,1189000,0,0,0,1189000,0,1189000,1189000,0,20260914
077826,今國光國泰63購01,0,0,0,0,0,0,0,0,0,1182000,0,0,0,1232000,50000,1182000,1182000,0,20260914
071078,陽明凱基5C購01  ,0,0,0,0,0,0,0,0,0,1179000,0,0,0,1483000,304000,1179000,1179000,0,20260914
073497,玉晶光富邦63購03,0,0,0,0,0,0,0,0,0,1177000,0,0,0,1237000,60000,1177000,1177000,0,20260914
066225,台積電台新65購02,0,0,0,0,0,0,0,0,0,1177000,0,0,0,1198000,21000,1177000,1177000,0,20260914
072908,聯電元大63購03  ,0,0,0,0,0,0,0,0,0,1176000,0,0,0,1193000,17000,1176000,1176000,0,20260914
2352,佳世達          ,1092493,2064000,-971507,0,0,0,2126000,0,2126000,13696,97002,7000,90002,5496,81802,-76306,1168189,-971507,20260914
00915,凱基優選高股息30,163000,408000,-245000,0,0,0,0,0,0,1407332,0,0,0,2170883,763551,1407332,1162332,-245000,20260914
068014,華邦電統一69購01,0,0,0,0,0,0,0,0,0,1139000,0,0,0,1220000,81000,1139000,1139000,0,20260914
083387,聯電國票63購05  ,0,0,0,0,0,0,0,0,0,1139000,0,0,0,2288000,1149000,1139000,1139000,0,20260914
4904,遠傳            ,1938892,832732,1106160,0,0,0,34000,0,34000,-12253,0,9000,-9000,11747,15000,-3253,1127907,1106160,20260914
9941,裕融            ,977757,339000,638757,0,0,0,448000,0,448000,16290,23000,8521,14479,1811,0,1811,1103047,638757,20260914
075694,臻鼎凱基61購07  ,0,0,0,0,0,0,0,0,0,1102000,0,0,0,1106000,4000,1102000,1102000,0,20260914
072668,臺股指凱基63購19,0,0,0,0,0,0,0,0,0,1082000,0,0,0,1687000,605000,1082000,1082000,0,20260914
2317,鴻海            ,15458585,15279182,179403,0,0,0,799600,0,799600,99172,267998,274085,-6087,456006,350747,105259,1078175,179403,20260914
00996A,主動兆豐台灣豐收,493000,678000,-185000,0,0,0,0,0,0,1251518,0,0,0,1403273,151755,1251518,1066518,-185000,20260914
059660,金像電中信63購01,0,0,0,0,0,0,0,0,0,1065000,0,0,0,1185000,120000,1065000,1065000,0,20260914
075290,日月光元大63購06,0,0,0,0,0,0,0,0,0,1065000,0,0,0,1102000,37000,1065000,1065000,0,20260914
080459,天二群益63購03  ,0,0,0,0,0,0,0,0,0,1062000,0,0,0,1156000,94000,1062000,1062000,0,20260914
078139,永豐金富邦65購01,0,0,0,0,0,0,0,0,0,1059000,0,0,0,1400000,341000,1059000,1059000,0,20260914
2379,瑞昱            ,2037364,974397,1062967,0,0,0,19000,15000,4000,-7997,18467,58443,-39976,117507,85528,31979,1058970,1062967,20260914
3037,欣興            ,6074649,5123658,950991,0,0,0,380000,49000,331000,-224440,33791,257810,-224019,49129,49550,-421,1057551,950991,20260914
083952,玉晶光統一69購02,0,0,0,0,0,0,0,0,0,1050000,0,0,0,1054000,4000,1050000,1050000,0,20260914
063254,金像電元大61購03,0,0,0,0,0,0,0,0,0,1044000,0,0,0,1046000,2000,1044000,1044000,0,20260914
068088,嘉基統一64購01  ,0,0,0,0,0,0,0,0,0,1040000,0,0,0,1320000,280000,1040000,1040000,0,20260914
067204,緯穎兆豐65購02  ,0,0,0,0,0,0,0,0,0,1036000,0,0,0,1036000,0,1036000,1036000,0,20260914
3005,神基            ,2035819,935000,1100819,0,0,0,5000,0,5000,-73197,0,97000,-97000,37803,14000,23803,1032622,1100819,20260914
4919,新唐            ,1526414,736999,789415,0,0,0,0,0,0,238312,102000,2000,100000,158979,20667,138312,1027727,789415,20260914
083363,玉晶光統一68購02,0,0,0,0,0,0,0,0,0,1020000,0,0,0,1316000,296000,1020000,1020000,0,20260914
078988,奇鋐群益62購03  ,0,0,0,0,0,0,0,0,0,1008000,0,0,0,1025000,17000,1008000,1008000,0,20260914
03291T,台灣50富邦5C售15,0,0,0,0,0,0,0,0,0,1004000,0,0,0,1004000,0,1004000,1004000,0,20260914
067584,華新國票5B購02  ,0,0,0,0,0,0,0,0,0,1001000,0,0,0,1021000,20000,1001000,1001000,0,20260914
084871,嘉晶元大67購01  ,0,0,0,0,0,0,0,0,0,998000,0,0,0,1209000,211000,998000,998000,0,20260914
065776,T50反1國票5B購01,0,0,0,0,0,0,0,0,0,998000,0,0,0,998000,0,998000,998000,0,20260914
8150,南茂            ,4254285,3313300,940985,0,0,0,0,0,0,55065,105000,46000,59000,114168,118103,-3935,996050,940985,20260914
00680L,元大美債20正2   ,50000,5000,45000,0,0,0,0,0,0,943982,400000,0,400000,5096544,4552562,543982,988982,45000,20260914
085707,台達電元大63購15,0,0,0,0,0,0,0,0,0,981000,0,0,0,1000000,19000,981000,981000,0,20260914
083191,金像電元大63購15,0,0,0,0,0,0,0,0,0,981000,0,0,0,992000,11000,981000,981000,0,20260914
083686,玉晶光永豐63購07,0,0,0,0,0,0,0,0,0,974000,0,0,0,1054000,80000,974000,974000,0,20260914
065963,台玻台新5B購01  ,0,0,0,0,0,0,0,0,0,963000,0,0,0,963000,0,963000,963000,0,20260914
062911,台達電統一65購02,0,0,0,0,0,0,0,0,0,951000,0,0,0,951000,0,951000,951000,0,20260914
083107,致茂台新63購02  ,0,0,0,0,0,0,0,0,0,944000,0,0,0,1220000,276000,944000,944000,0,20260914
03358T,台灣50富邦65售06,0,0,0,0,0,0,0,0,0,940000,0,0,0,940000,0,940000,940000,0,20260914
084028,玉晶光元大64購01,0,0,0,0,0,0,0,0,0,936000,0,0,0,936000,0,936000,936000,0,20260914
00939,統一台灣高息動能,99000,625000,-526000,0,0,0,0,0,0,1461139,0,0,0,2567652,1106513,1461139,935139,-526000,20260914
00637L,元大滬深300正2  ,879000,1093000,-214000,0,0,0,0,0,0,1127588,0,0,0,4771249,3643661,1127588,913588,-214000,20260914
082243,智邦凱基63購05  ,0,0,0,0,0,0,0,0,0,910000,0,0,0,910000,0,910000,910000,0,20260914
080771,緯創元大64購10  ,0,0,0,0,0,0,0,0,0,909000,0,0,0,909000,0,909000,909000,0,20260914
03137T,聯發科群益5B售07,0,0,0,0,0,0,0,0,0,897000,0,0,0,897000,0,897000,897000,0,20260914
8422,可寧衛*         ,1997173,1027000,970173,0,0,0,9000,0,9000,-83000,0,67000,-67000,0,16000,-16000,896173,970173,20260914
04325T,臺股指元大63售40,0,0,0,0,0,0,0,0,0,893000,0,0,0,1008000,115000,893000,893000,0,20260914
077271,臻鼎元大61購24  ,0,0,0,0,0,0,0,0,0,884000,0,0,0,1196000,312000,884000,884000,0,20260914
2838,聯邦銀          ,1667029,706000,961029,0,0,0,0,0,0,-80000,0,0,0,0,80000,-80000,881029,961029,20260914
070217,南亞科群益5C購04,0,0,0,0,0,0,0,0,0,881000,0,0,0,889000,8000,881000,881000,0,20260914
083020,十銓元大67購01  ,0,0,0,0,0,0,0,0,0,879000,0,0,0,943000,64000,879000,879000,0,20260914
068932,鴻準富邦61購02  ,0,0,0,0,0,0,0,0,0,878000,0,0,0,1444000,566000,878000,878000,0,20260914
074261,盟立永豐61購03  ,0,0,0,0,0,0,0,0,0,873000,0,0,0,908000,35000,873000,873000,0,20260914
080929,飛捷元大63購04  ,0,0,0,0,0,0,0,0,0,872000,0,0,0,874000,2000,872000,872000,0,20260914
3035,智原            ,1413770,662127,751643,0,0,0,0,0,0,118554,68000,63150,4850,161983,48279,113704,870197,751643,20260914
08732U,至上國票5A售02  ,0,0,0,0,0,0,0,0,0,870000,0,0,0,870000,0,870000,870000,0,20260914
078633,嘉澤元大63購05  ,0,0,0,0,0,0,0,0,0,866000,0,0,0,1238000,372000,866000,866000,0,20260914
2302,麗正            ,1247005,375341,871664,0,0,0,0,0,0,-7323,0,8000,-8000,679,2,677,864341,871664,20260914
081471,光寶科群益62購04,0,0,0,0,0,0,0,0,0,861000,0,0,0,998000,137000,861000,861000,0,20260914
2347,聯強            ,1530522,872000,658522,0,0,0,162300,0,162300,39833,17000,17000,0,42862,3029,39833,860655,658522,20260914
00714,群益道瓊美國地產,1324000,4000,1320000,0,0,0,0,0,0,-462916,0,0,0,406726,869642,-462916,857084,1320000,20260914
083971,玉晶光永豐65購02,0,0,0,0,0,0,0,0,0,856000,0,0,0,869000,13000,856000,856000,0,20260914
2454,聯發科          ,3220203,2485410,734793,0,0,0,123094,17000,106094,11185,40500,76164,-35664,83162,36313,46849,852072,734793,20260914
075232,友達統一66購03  ,0,0,0,0,0,0,0,0,0,852000,0,0,0,852000,0,852000,852000,0,20260914
073848,漢翔富邦61購01  ,0,0,0,0,0,0,0,0,0,851000,0,0,0,1051000,200000,851000,851000,0,20260914
8070,長華*           ,1511150,651000,860150,0,0,0,0,0,0,-12753,0,10150,-10150,4280,6883,-2603,847397,860150,20260914
071952,辛耘統一6C購01  ,0,0,0,0,0,0,0,0,0,847000,0,0,0,847000,0,847000,847000,0,20260914
071265,友達元大64購05  ,0,0,0,0,0,0,0,0,0,844000,0,0,0,860000,16000,844000,844000,0,20260914
2342,茂矽            ,1338760,502849,835911,0,0,0,0,0,0,2143,1000,792,208,2999,1064,1935,838054,835911,20260914
069912,強茂元大61購02  ,0,0,0,0,0,0,0,0,0,818000,0,0,0,854000,36000,818000,818000,0,20260914
2615,萬海            ,5873179,4785036,1088143,0,0,0,0,110000,-110000,-160814,37000,107944,-70944,86170,176040,-89870,817329,1088143,20260914
064016,德律統一64購02  ,0,0,0,0,0,0,0,0,0,816000,0,0,0,816000,0,816000,816000,0,20260914
072101,友達群益5C購04  ,0,0,0,0,0,0,0,0,0,815000,0,0,0,2654000,1839000,815000,815000,0,20260914
