證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數,外資買賣超合計,資料日期
2409,友達            ,101420290,48947694,52472596,0,0,0,4000,0,4000,4134486,1298000,2367000,-1069000,5358167,154681,5203486,56611082,52472596,20260916
6770,力積電          ,56524889,13884098,42640791,0,0,0,424000,1000,423000,1992694,685000,240000,445000,1666545,118851,1547694,45056485,42640791,20260916
3481,群創            ,39122188,18254207,20867981,0,0,0,3000,0,3000,6082416,4411078,1209000,3202078,3363854,483516,2880338,26953397,20867981,20260916
2344,華邦電          ,42565280,24091254,18474026,0,0,0,210000,33000,177000,2261017,1953585,222260,1731325,629820,100128,529692,20912043,18474026,20260916
2887,台新新光金      ,37895637,30296970,7598667,0,0,0,8275340,91000,8184340,836074,964000,1062076,-98076,2082986,1148836,934150,16619081,7598667,20260916
00403A,主動統一升級50  ,20919500,18075200,2844300,0,0,0,0,0,0,13578386,0,1000000,-1000000,21345842,6767456,14578386,16422686,2844300,20260916
2884,玉山金          ,26572300,20054067,6518233,0,0,0,7869000,17000,7852000,63626,685000,836145,-151145,662072,447301,214771,14433859,6518233,20260916
2481,強茂            ,22238393,12961762,9276631,0,0,0,3763000,1400,3761600,422374,136000,78000,58000,514065,149691,364374,13460605,9276631,20260916
2891,中信金          ,34557779,32338187,2219592,0,0,0,9340000,85411,9254589,1466650,1224000,502000,722000,965909,221259,744650,12940831,2219592,20260916
2609,陽明            ,26487297,13204442,13282855,0,0,0,375000,1258000,-883000,194977,79728,33000,46728,326247,177998,148249,12594832,13282855,20260916
2883,凱基金          ,23616238,21508158,2108080,0,0,0,11959000,820000,11139000,-729434,22093,750000,-727907,303322,304849,-1527,12517646,2108080,20260916
2303,聯電            ,55343104,48374595,6968509,0,0,0,4234000,324000,3910000,1279156,766771,849754,-82983,1561734,199595,1362139,12157665,6968509,20260916
2353,宏碁            ,9249438,3282428,5967010,0,0,0,1010000,2973,1007027,4692942,1189411,184459,1004952,3711990,24000,3687990,11666979,5967010,20260916
2801,彰銀            ,17437817,18805003,-1367186,0,0,0,12343000,148000,12195000,140975,462000,763025,-301025,478000,36000,442000,10968789,-1367186,20260916
00940,元大台灣價值高息,1992000,856000,1136000,0,0,0,0,0,0,8554417,0,710000,-710000,10388504,1124087,9264417,9690417,1136000,20260916
2889,國票金          ,12895781,3225466,9670315,0,0,0,0,0,0,0,0,0,0,0,0,0,9670315,9670315,20260916
2408,南亞科          ,14737284,8229306,6507978,0,0,0,1274000,451000,823000,806832,776957,165178,611779,614921,419868,195053,8137810,6507978,20260916
2892,第一金          ,14072814,12371828,1700986,0,0,0,6067000,108000,5959000,308027,398237,634000,-235763,546438,2648,543790,7968013,1700986,20260916
00680L,元大美債20正2   ,602000,5000,597000,0,0,0,0,0,0,6656709,1198000,0,1198000,6743612,1284903,5458709,7253709,597000,20260916
00405A,主動富邦台灣龍耀,5849000,2923750,2925250,0,0,0,0,0,0,4176330,500000,14000,486000,9732051,6041721,3690330,7101580,2925250,20260916
2834,臺企銀          ,19904856,8764300,11140556,0,0,0,4000,4375679,-4371679,-45000,66000,7000,59000,97000,201000,-104000,6723877,11140556,20260916
03520T,臺股指中信63售12,0,0,0,0,0,0,0,0,0,6652000,0,0,0,6657000,5000,6652000,6652000,0,20260916
2489,瑞軒            ,11625236,5516336,6108900,0,0,0,0,23000,-23000,265702,218000,152000,66000,254026,54324,199702,6351602,6108900,20260916
6116,彩晶            ,9084805,3658536,5426269,0,0,0,0,0,0,667586,163000,64000,99000,577801,9215,568586,6093855,5426269,20260916
03620T,台股增凱基5C售03,0,0,0,0,0,0,0,0,0,5915000,0,0,0,5946000,31000,5915000,5915000,0,20260916
2412,中華電          ,10663069,4804282,5858787,0,0,0,158000,486774,-328774,41000,0,10000,-10000,52000,1000,51000,5571013,5858787,20260916
070813,T50正2凱基5C購07,0,0,0,0,0,0,0,0,0,5289000,0,0,0,5988000,699000,5289000,5289000,0,20260916
2305,全友            ,8912913,4043001,4869912,0,0,0,0,0,0,-4830,0,0,0,28170,33000,-4830,4865082,4869912,20260916
1709,和益            ,8117708,3575318,4542390,0,0,0,0,0,0,-8192,4000,21000,-17000,333808,325000,8808,4534198,4542390,20260916
5880,合庫金          ,11733221,10283733,1449488,0,0,0,2791000,0,2791000,234402,72370,9212,63158,369244,198000,171244,4474890,1449488,20260916
2634,漢翔            ,3569225,1723000,1846225,0,0,0,43000,0,43000,2547038,2642555,197000,2445555,116744,15261,101483,4436263,1846225,20260916
2337,旺宏            ,13873226,9805622,4067604,0,0,0,214000,3000,211000,92290,62896,38000,24896,189099,121705,67394,4370894,4067604,20260916
2382,廣達            ,10181901,10339543,-157642,0,0,0,3800000,25458,3774542,714229,378649,126000,252649,488580,27000,461580,4331129,-157642,20260916
