證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數,外資買賣超合計,資料日期
009805,台新美國電力基建,949900,28000,921900,0,0,0,0,0,0,1637304,0,150000,-150000,1907000,119696,1787304,2559204,921900,20260909
084653,台達電元大63購10,0,0,0,0,0,0,0,0,0,2543000,0,0,0,3085000,542000,2543000,2543000,0,20260909
083774,奇鋐群益63購10  ,0,0,0,0,0,0,0,0,0,2540000,0,0,0,2560000,20000,2540000,2540000,0,20260909
082281,力成凱基64購03  ,0,0,0,0,0,0,0,0,0,2523000,0,0,0,2549000,26000,2523000,2523000,0,20260909
069159,金像電凱基5B購07,0,0,0,0,0,0,0,0,0,2505000,0,0,0,2505000,0,2505000,2505000,0,20260909
8046,南電            ,5934077,3264454,2669623,0,0,0,804000,822197,-18197,-146631,92400,195003,-102603,232855,276883,-44028,2504795,2669623,20260909
070942,神達國泰62購01  ,0,0,0,0,0,0,0,0,0,2474000,0,0,0,2474000,0,2474000,2474000,0,20260909
00410A,主動永豐科技趨勢,1669000,288000,1381000,0,0,0,0,0,0,1054178,0,0,0,3123847,2069669,1054178,2435178,1381000,20260909
00927,群益半導體收益  ,2482125,1086000,1396125,0,0,0,0,0,0,1011181,0,0,0,2576050,1564869,1011181,2407306,1396125,20260909
073088,神達台新5C購02  ,0,0,0,0,0,0,0,0,0,2384000,0,0,0,2384000,0,2384000,2384000,0,20260909
0050,元大台灣50      ,15923029,9154634,6768395,0,0,0,0,0,0,-4406868,452000,789279,-337279,1370113,5439702,-4069589,2361527,6768395,20260909
054466,大同統一61購02  ,0,0,0,0,0,0,0,0,0,2330000,0,0,0,2330000,0,2330000,2330000,0,20260909
6257,矽格            ,3071433,1020100,2051333,0,0,0,265000,10000,255000,20161,7737,10000,-2263,45369,22945,22424,2326494,2051333,20260909
3189,景碩            ,6281728,4045036,2236692,0,0,0,120000,14000,106000,-22977,54700,63000,-8300,104419,119096,-14677,2319715,2236692,20260909
1605,華新            ,6397989,4031555,2366434,0,0,0,70000,801,69199,-119261,0,40000,-40000,33739,113000,-79261,2316372,2366434,20260909
0056,元大高股息      ,2609373,1547455,1061918,0,0,0,0,0,0,1248500,30000,75000,-45000,3244500,1951000,1293500,2310418,1061918,20260909
081502,緯創群益62購08  ,0,0,0,0,0,0,0,0,0,2286000,0,0,0,2519000,233000,2286000,2286000,0,20260909
2312,金寶            ,2766674,513436,2253238,0,0,0,0,30000,-30000,12770,0,15095,-15095,43865,16000,27865,2236008,2253238,20260909
069600,可成永豐62購01  ,0,0,0,0,0,0,0,0,0,2215000,0,0,0,2430000,215000,2215000,2215000,0,20260909
00993A,主動安聯台灣    ,1303000,763000,540000,0,0,0,0,0,0,1660457,0,0,0,2475204,814747,1660457,2200457,540000,20260909
084053,臺股指元大65購18,0,0,0,0,0,0,0,0,0,2197000,0,0,0,2207000,10000,2197000,2197000,0,20260909
00402A,主動安聯美國科技,1969000,270000,1699000,0,0,0,0,0,0,494430,0,0,0,1542000,1047570,494430,2193430,1699000,20260909
00996A,主動兆豐台灣豐收,351000,75000,276000,0,0,0,0,0,0,1896994,0,0,0,2461619,564625,1896994,2172994,276000,20260909
6269,台郡            ,3560071,1532000,2028071,0,0,0,1000,0,1000,73769,128000,67270,60730,128617,115578,13039,2102840,2028071,20260909
077960,臺股指元大61購36,0,0,0,0,0,0,0,0,0,2094000,0,0,0,2106000,12000,2094000,2094000,0,20260909
082904,力成凱基64購04  ,0,0,0,0,0,0,0,0,0,2092000,0,0,0,2098000,6000,2092000,2092000,0,20260909
2354,鴻準            ,4018159,1783000,2235159,0,0,0,2000,2000,0,-157901,0,21000,-21000,32455,169356,-136901,2077258,2235159,20260909
009821,野村稀土關鍵資源,1043000,11000,1032000,0,0,0,0,0,0,1025950,0,0,0,1611000,585050,1025950,2057950,1032000,20260909
3042,晶技            ,8187424,6306300,1881124,0,0,0,0,0,0,168425,165030,331095,-166065,494203,159713,334490,2049549,1881124,20260909
069579,臺股指群益5B購39,0,0,0,0,0,0,0,0,0,2043000,0,0,0,2120000,77000,2043000,2043000,0,20260909
2606,裕民            ,2530548,696000,1834548,0,0,0,101000,3000,98000,75783,62193,100000,-37807,133889,20299,113590,2008331,1834548,20260909
074131,蔚華科群益61購01,0,0,0,0,0,0,0,0,0,2002000,0,0,0,2107000,105000,2002000,2002000,0,20260909
054229,道瓊銀凱基5C購02,0,0,0,0,0,0,0,0,0,1996000,0,0,0,1996000,0,1996000,1996000,0,20260909
064706,台玻元大5A購06  ,0,0,0,0,0,0,0,0,0,1996000,0,0,0,1996000,0,1996000,1996000,0,20260909
03733B,臺股指凱基65熊07,0,0,0,0,0,0,0,0,0,1992000,0,0,0,3269000,1277000,1992000,1992000,0,20260909
075803,金像電元大63購05,0,0,0,0,0,0,0,0,0,1989000,0,0,0,2021000,32000,1989000,1989000,0,20260909
081239,金像電元大62購02,0,0,0,0,0,0,0,0,0,1976000,0,0,0,2027000,51000,1976000,1976000,0,20260909
063344,台達電中信62購01,0,0,0,0,0,0,0,0,0,1971000,0,0,0,3090000,1119000,1971000,1971000,0,20260909
082851,力成群益63購05  ,0,0,0,0,0,0,0,0,0,1942000,0,0,0,2018000,76000,1942000,1942000,0,20260909
064838,台玻元大5A購07  ,0,0,0,0,0,0,0,0,0,1935000,0,0,0,1935000,0,1935000,1935000,0,20260909
064705,台玻元大5A購05  ,0,0,0,0,0,0,0,0,0,1928000,0,0,0,1928000,0,1928000,1928000,0,20260909
071276,松川元大5C購01  ,0,0,0,0,0,0,0,0,0,1920000,0,0,0,1920000,0,1920000,1920000,0,20260909
009824,群益美國科技巨頭,1014000,1000,1013000,0,0,0,0,0,0,863457,0,0,0,2124000,1260543,863457,1876457,1013000,20260909
066623,台股增國票5B購02,0,0,0,0,0,0,0,0,0,1861000,0,0,0,1861000,0,1861000,1861000,0,20260909
6168,宏齊            ,2522000,661000,1861000,0,0,0,0,0,0,-3389,0,3000,-3000,2000,2389,-389,1857611,1861000,20260909
009819,中信數據及電力  ,15000,10000,5000,0,0,0,0,0,0,1834055,0,0,0,2454055,620000,1834055,1839055,5000,20260909
067584,華新國票5B購02  ,0,0,0,0,0,0,0,0,0,1836000,0,0,0,2002000,166000,1836000,1836000,0,20260909
067342,鴻準台新5B購04  ,0,0,0,0,0,0,0,0,0,1828000,0,0,0,1848000,20000,1828000,1828000,0,20260909
084583,神達國票64購01  ,0,0,0,0,0,0,0,0,0,1828000,0,0,0,1828000,0,1828000,1828000,0,20260909
082650,緯創元大62購06  ,0,0,0,0,0,0,0,0,0,1823000,0,0,0,1823000,0,1823000,1823000,0,20260909
1710,東聯            ,2955085,1118299,1836786,0,0,0,0,0,0,-25020,0,9000,-9000,8000,24020,-16020,1811766,1836786,20260909
1609,大亞            ,2243017,446367,1796650,0,0,0,1000,0,1000,8378,0,7000,-7000,17378,2000,15378,1806028,1796650,20260909
052649,所羅門統一5B購01,0,0,0,0,0,0,0,0,0,1797000,0,0,0,1797000,0,1797000,1797000,0,20260909
070012,神達台新5C購01  ,0,0,0,0,0,0,0,0,0,1793000,0,0,0,1800000,7000,1793000,1793000,0,20260909
083722,金像電元大63購17,0,0,0,0,0,0,0,0,0,1771000,0,0,0,1776000,5000,1771000,1771000,0,20260909
058653,美時元大5B購02  ,0,0,0,0,0,0,0,0,0,1753000,0,0,0,1753000,0,1753000,1753000,0,20260909
1313,聯成            ,2338568,558000,1780568,0,0,0,0,0,0,-47871,0,49000,-49000,1429,300,1129,1732697,1780568,20260909
3532,台勝科          ,2926962,2589225,337737,0,0,0,1403000,2000,1401000,-8176,35000,49000,-14000,84495,78671,5824,1730561,337737,20260909
6531,愛普*           ,2625316,1463377,1161939,0,0,0,505000,9000,496000,48087,21025,11000,10025,150014,111952,38062,1706026,1161939,20260909
081108,國巨富邦64購03  ,0,0,0,0,0,0,0,0,0,1697000,0,0,0,1697000,0,1697000,1697000,0,20260909
066083,台股增凱基5B購01,0,0,0,0,0,0,0,0,0,1691000,0,0,0,1791000,100000,1691000,1691000,0,20260909
2371,大同            ,2239127,536050,1703077,0,0,0,48000,0,48000,-93000,0,19000,-19000,0,74000,-74000,1658077,1703077,20260909
063481,美時國泰5B購01  ,0,0,0,0,0,0,0,0,0,1635000,0,0,0,1655000,20000,1635000,1635000,0,20260909
2332,友訊            ,2400846,763000,1637846,0,0,0,0,0,0,-25753,0,26000,-26000,2000,1753,247,1612093,1637846,20260909
1714,和桐            ,3084786,1613230,1471556,0,0,0,0,38000,-38000,172282,0,17000,-17000,190162,880,189282,1605838,1471556,20260909
075174,眾達國票61購02  ,0,0,0,0,0,0,0,0,0,1600000,0,0,0,1603000,3000,1600000,1600000,0,20260909
070627,元大金凱基5C購01,0,0,0,0,0,0,0,0,0,1597000,0,0,0,1597000,0,1597000,1597000,0,20260909
073113,微星元大5C購05  ,0,0,0,0,0,0,0,0,0,1569000,0,0,0,2046000,477000,1569000,1569000,0,20260909
2615,萬海            ,14634028,12853677,1780351,0,0,0,3000,11133,-8133,-208401,403000,249358,153642,618218,980261,-362043,1563817,1780351,20260909
00994A,主動第一金台股優,308050,99000,209050,0,0,0,0,0,0,1340254,0,0,0,1480708,140454,1340254,1549304,209050,20260909
084432,強茂台新63購01  ,0,0,0,0,0,0,0,0,0,1530000,0,0,0,1530000,0,1530000,1530000,0,20260909
059082,健策國票5A購04  ,0,0,0,0,0,0,0,0,0,1503000,0,0,0,1503000,0,1503000,1503000,0,20260909
074662,融程電群益61購01,0,0,0,0,0,0,0,0,0,1497000,0,0,0,1497000,0,1497000,1497000,0,20260909
00663L,國泰臺灣加權正2 ,460000,108000,352000,0,0,0,0,0,0,1139223,0,0,0,2000546,861323,1139223,1491223,352000,20260909
1309,台達化          ,1956557,483000,1473557,0,0,0,0,0,0,13908,1000,4000,-3000,21413,4505,16908,1487465,1473557,20260909
3034,聯詠            ,3008645,1518315,1490330,0,0,0,9000,34052,-25052,21982,15415,15700,-285,60359,38092,22267,1487260,1490330,20260909
068584,天鈺元大5B購01  ,0,0,0,0,0,0,0,0,0,1486000,0,0,0,1545000,59000,1486000,1486000,0,20260909
6271,同欣電          ,2290088,882019,1408069,0,0,0,0,0,0,61340,28000,10000,18000,66893,23553,43340,1469409,1408069,20260909
074352,中華化國票61購01,0,0,0,0,0,0,0,0,0,1460000,0,0,0,1460000,0,1460000,1460000,0,20260909
071721,融程電國票61購01,0,0,0,0,0,0,0,0,0,1447000,0,0,0,1497000,50000,1447000,1447000,0,20260909
3229,晟鈦            ,2051375,638000,1413375,0,0,0,0,0,0,2367,5367,3000,2367,0,0,0,1415742,1413375,20260909
073551,富世達元大5C購09,0,0,0,0,0,0,0,0,0,1383000,0,0,0,1454000,71000,1383000,1383000,0,20260909
00984A,主動安聯台灣高息,387000,232000,155000,0,0,0,0,0,0,1227429,0,0,0,1243805,16376,1227429,1382429,155000,20260909
064885,台玻群益5A購02  ,0,0,0,0,0,0,0,0,0,1377000,0,0,0,1377000,0,1377000,1377000,0,20260909
08694U,金像電國票5A售02,0,0,0,0,0,0,0,0,0,1374000,0,0,0,1396000,22000,1374000,1374000,0,20260909
1597,直得            ,2152438,839130,1313308,0,0,0,0,0,0,55795,5000,0,5000,64985,14190,50795,1369103,1313308,20260909
2637,慧洋-KY         ,1896369,643160,1253209,0,0,0,1000,5560,-4560,118814,86212,6000,80212,51129,12527,38602,1367463,1253209,20260909
1310,台苯            ,2801894,1438005,1363889,0,0,0,0,0,0,-4000,0,4000,-4000,0,0,0,1359889,1363889,20260909
082494,陽明台新62購03  ,0,0,0,0,0,0,0,0,0,1359000,0,0,0,1428000,69000,1359000,1359000,0,20260909
3049,精金            ,2509615,1158000,1351615,0,0,0,0,0,0,0,0,0,0,0,0,0,1351615,1351615,20260909
066734,台玻群益5B購02  ,0,0,0,0,0,0,0,0,0,1347000,0,0,0,1347000,0,1347000,1347000,0,20260909
2515,中工            ,2307054,966067,1340987,0,0,0,0,0,0,0,6000,6000,0,0,0,0,1340987,1340987,20260909
2617,台航            ,2111678,777000,1334678,0,0,0,0,0,0,-4517,0,4000,-4000,9315,9832,-517,1330161,1334678,20260909
073828,神達國票61購01  ,0,0,0,0,0,0,0,0,0,1327000,0,0,0,1327000,0,1327000,1327000,0,20260909
065792,台灣50台新5B購04,0,0,0,0,0,0,0,0,0,1321000,0,0,0,1323000,2000,1321000,1321000,0,20260909
056231,力成凱基61購01  ,0,0,0,0,0,0,0,0,0,1315000,0,0,0,1320000,5000,1315000,1315000,0,20260909
074246,金像電中信67購01,0,0,0,0,0,0,0,0,0,1312000,0,0,0,1497000,185000,1312000,1312000,0,20260909
2367,燿華            ,1871340,555000,1316340,0,0,0,0,0,0,-10441,18000,16000,2000,15607,28048,-12441,1305899,1316340,20260909
083411,南亞元大63購09  ,0,0,0,0,0,0,0,0,0,1296000,0,0,0,1296000,0,1296000,1296000,0,20260909
061821,嘉澤凱基5B購01  ,0,0,0,0,0,0,0,0,0,1290000,0,0,0,1300000,10000,1290000,1290000,0,20260909
083297,光聖群益63購03  ,0,0,0,0,0,0,0,0,0,1287000,0,0,0,1359000,72000,1287000,1287000,0,20260909
082371,萬海元大65購01  ,0,0,0,0,0,0,0,0,0,1282000,0,0,0,1380000,98000,1282000,1282000,0,20260909
065440,貿聯元大5A購06  ,0,0,0,0,0,0,0,0,0,1280000,0,0,0,1280000,0,1280000,1280000,0,20260909
8996,高力            ,2121254,1026600,1094654,0,0,0,253000,11000,242000,-57072,146498,203240,-56742,0,330,-330,1279582,1094654,20260909
6278,台表科          ,1323836,872000,451836,0,0,0,840000,0,840000,-24857,7000,34835,-27835,13984,11006,2978,1266979,451836,20260909
079329,辛耘富邦62購01  ,0,0,0,0,0,0,0,0,0,1260000,0,0,0,1529000,269000,1260000,1260000,0,20260909
1308,亞聚            ,1566873,327141,1239732,0,0,0,0,0,0,7212,0,5000,-5000,12274,62,12212,1246944,1239732,20260909
067288,日月光國票5C購01,0,0,0,0,0,0,0,0,0,1239000,0,0,0,1296000,57000,1239000,1239000,0,20260909
1305,華夏            ,1523194,292113,1231081,0,0,0,0,0,0,-5688,0,5000,-5000,1312,2000,-688,1225393,1231081,20260909
03732B,臺股指元大61熊24,0,10000,-10000,0,0,0,0,0,0,1226000,0,0,0,5000000,3774000,1226000,1216000,-10000,20260909
068335,儒鴻群益61購01  ,0,0,0,0,0,0,0,0,0,1216000,0,0,0,1416000,200000,1216000,1216000,0,20260909
067880,臺股指元大63購22,0,0,0,0,0,0,0,0,0,1210000,0,0,0,1239000,29000,1210000,1210000,0,20260909
064886,台玻群益5A購03  ,0,0,0,0,0,0,0,0,0,1204000,0,0,0,1204000,0,1204000,1204000,0,20260909
072789,AES國票5C購01   ,0,0,0,0,0,0,0,0,0,1200000,0,0,0,1200000,0,1200000,1200000,0,20260909
2379,瑞昱            ,2252024,1006809,1245215,0,0,0,8000,77141,-69141,11687,10700,25000,-14300,63807,37820,25987,1187761,1245215,20260909
080608,英業達群益62購03,0,0,0,0,0,0,0,0,0,1172000,0,0,0,1205000,33000,1172000,1172000,0,20260909
6153,嘉聯益          ,1748000,565742,1182258,0,0,0,0,0,0,-11000,0,11000,-11000,0,0,0,1171258,1182258,20260909
3019,亞光            ,1683869,641000,1042869,0,0,0,0,0,0,114396,52894,8979,43915,74481,4000,70481,1157265,1042869,20260909
081346,南亞永豐63購09  ,0,0,0,0,0,0,0,0,0,1149000,0,0,0,1169000,20000,1149000,1149000,0,20260909
084787,神達群益63購01  ,0,0,0,0,0,0,0,0,0,1135000,0,0,0,1180000,45000,1135000,1135000,0,20260909
4906,正文            ,1515003,420000,1095003,0,0,0,0,0,0,27940,10000,8000,2000,27528,1588,25940,1122943,1095003,20260909
1229,聯華            ,1320041,192347,1127694,0,0,0,3000,0,3000,-17000,1000,18000,-17000,0,0,0,1113694,1127694,20260909
3005,神基            ,1463067,375000,1088067,0,0,0,25293,4264,21029,-6623,114,16063,-15949,22842,13516,9326,1102473,1088067,20260909
3044,健鼎            ,1972807,920000,1052807,0,0,0,26000,41087,-15087,64475,7162,31000,-23838,152465,64152,88313,1102195,1052807,20260909
