證券代號,證券名稱,融資今日餘額,融資前日餘額,融資增減,融券今日餘額,融券前日餘額,融券增減,券資比
009826,貝萊德世界股票,8063,8064,-1,0,0,0,0.0
009827,玉山未來全球算力,597,608,-11,4,3,1,0.67
009828,中信台日韓PCB,22756,20848,1908,4,2,2,0.02
009829,大華韓國KOSPI50,34006,34288,-282,83,85,-2,0.24
00982A,主動群益台灣強棒,12373,12684,-311,19,19,0,0.15
00982D,主動富邦動態入息,120,120,0,0,0,0,0.0
00982T,平衡兆豐台美動能,63,63,0,0,0,0,0.0
00983A,主動中信ARK創新,523,507,16,6,6,0,1.15
00983D,主動富邦複合收益,122,122,0,0,0,0,0.0
00984A,主動安聯台灣高息,1160,1149,11,1,1,0,0.09
00984D,主動聯博全球非投,18969,19298,-329,0,0,0,0.0
00985A,主動野村台灣50,3068,3061,7,62,62,0,2.02
00985B,群益ESG投等債0-5,261,262,-1,0,0,0,0.0
00986A,主動台新龍頭成長,54,54,0,0,0,0,0.0
00987A,主動台新優勢成長,1777,1693,84,20,13,7,1.13
00988A,主動統一全球創新,49812,50810,-998,98,125,-27,0.2
00989A,主動摩根美國科技,77,78,-1,0,0,0,0.0
00990A,主動元大AI新經濟,16473,16422,51,139,135,4,0.84
00991A,主動復華未來50,117866,116464,1402,1478,1509,-31,1.25
00991B,貝萊德A級公司債,0,0,0,0,0,0,0.0
00992A,主動群益科技創新,22540,18433,4107,209,175,34,0.93
00993A,主動安聯台灣,1108,1132,-24,23,23,0,2.08
00994A,主動第一金台股優,1276,1359,-83,0,0,0,0.0
00995A,主動中信台灣卓越,1450,1439,11,15,18,-3,1.03
00996A,主動兆豐台灣豐收,2968,2984,-16,2,8,-6,0.07
00997A,主動群益美國增長,11217,11205,12,0,0,0,0.0
00999A,主動野村臺灣高息,2041,2143,-102,0,0,0,0.0
1101,台泥,37118,36474,644,15,17,-2,0.04
1102,亞泥,759,795,-36,7,7,0,0.92
1103,嘉泥,4172,4273,-101,0,0,0,0.0
1104,環泥,1806,1817,-11,0,0,0,0.0
1108,幸福,461,444,17,44,44,0,9.54
1109,信大,303,302,1,0,0,0,0.0
1110,東泥,2388,2406,-18,0,0,0,0.0
1201,味全,2983,1430,1553,0,0,0,0.0
1203,味王,21,21,0,0,0,0,0.0
1210,大成,472,541,-69,0,0,0,0.0
1213,大飲,0,0,0,0,0,0,0.0
1215,卜蜂,471,486,-15,0,0,0,0.0
1216,統一,769,744,25,1,0,1,0.13
1217,愛之味,1688,1731,-43,11,11,0,0.65
1218,泰山,1654,1658,-4,21,21,0,1.27
1219,福壽,289,286,3,1,1,0,0.35
1220,台榮,667,666,1,1,1,0,0.15
1225,福懋油,6759,6760,-1,0,0,0,0.0
1227,佳格,1280,1251,29,1,1,0,0.08
1229,聯華,2919,2904,15,16,16,0,0.55
1231,聯華食,248,248,0,0,0,0,0.0
1232,大統益,135,135,0,1,1,0,0.74
1233,天仁,58,58,0,0,0,0,0.0
1234,黑松,9,9,0,0,0,0,0.0
1235,興泰,1154,1155,-1,0,0,0,0.0
1236,宏亞,123,123,0,0,0,0,0.0
1256,鮮活果汁-KY,322,324,-2,1,1,0,0.31
1301,台塑,17958,18374,-416,804,789,15,4.48
1303,南亞,39635,38218,1417,2356,2548,-192,5.94
1304,台聚,9871,9691,180,78,92,-14,0.79
1305,華夏,6570,6334,236,24,26,-2,0.37
1307,三芳,1153,1155,-2,0,0,0,0.0
1308,亞聚,6001,5928,73,28,30,-2,0.47
1309,台達化,7740,7980,-240,18,44,-26,0.23
1310,台苯,11338,11238,100,49,100,-51,0.43
1312,國喬,39684,38463,1221,244,293,-49,0.61
1313,聯成,10807,10676,131,44,42,2,0.41
1314,中石化,73297,76268,-2971,350,226,124,0.48
1315,達新,69,73,-4,0,0,0,0.0
1316,上曜,10752,11007,-255,16,26,-10,0.15
1319,東陽,6848,6858,-10,3,3,0,0.04
1321,大洋,7155,7173,-18,1,1,0,0.01
1323,永裕,66,66,0,0,0,0,0.0
1324,地球,1245,1250,-5,0,0,0,0.0
1325,恆大,1991,2012,-21,11,11,0,0.55
1326,台化,21260,21102,158,426,254,172,2.0
1337,再生-KY,21502,21507,-5,0,0,0,0.0
1338,廣華-KY,4167,4170,-3,0,0,0,0.0
1339,昭輝,1023,1013,10,0,0,0,0.0
1340,勝悅-KY,988,988,0,0,0,0,0.0
1342,八貫,490,491,-1,1,1,0,0.2
1402,遠東新,7923,7932,-9,62,69,-7,0.78
1409,新纖,23960,24158,-198,194,95,99,0.81
1410,南染,209,209,0,5,5,0,2.39
1413,宏洲,0,0,0,0,0,0,0.0
1414,東和,710,692,18,0,0,0,0.0
1416,廣豐,5662,5692,-30,0,0,0,0.0
1417,嘉裕,2197,2148,49,0,0,0,0.0
1418,東華,778,778,0,0,0,0,0.0
1419,新紡,1229,1231,-2,0,0,0,0.0
1423,利華,87,88,-1,0,0,0,0.0
1432,大魯閣,147,147,0,0,0,0,0.0
1434,福懋,4279,4266,13,0,0,0,0.0
1435,中福,0,0,0,0,0,0,0.0
1436,華友聯,889,881,8,3,2,1,0.34
1437,勤益控,3112,3127,-15,0,0,0,0.0
1438,三地開發,153,150,3,0,0,0,0.0
1439,雋揚,989,995,-6,5,5,0,0.51
1440,南紡,5199,5181,18,1,11,-10,0.02
1441,大東,0,0,0,0,0,0,0.0
1442,名軒,2786,2674,112,0,0,0,0.0
1443,立益物流,8,8,0,0,0,0,0.0
1444,力麗,811,789,22,9,9,0,1.11
1445,大宇,1316,1314,2,1,1,0,0.08
1446,宏和,1493,1564,-71,0,0,0,0.0
1447,力鵬,549,550,-1,0,0,0,0.0
1449,佳和,3092,3046,46,7,7,0,0.23
1451,年興,565,564,1,0,0,0,0.0
1452,宏益,127,127,0,0,0,0,0.0
1453,大將,854,849,5,0,0,0,0.0
1454,台富,2313,2313,0,0,0,0,0.0
1455,集盛,3351,3299,52,0,0,0,0.0
1456,怡華,810,800,10,0,0,0,0.0
1457,宜進,612,612,0,1,1,0,0.16
1459,聯發,285,288,-3,0,0,0,0.0
1460,宏遠,0,0,0,0,0,0,0.0
1463,強盛新,440,441,-1,0,0,0,0.0
1464,得力,1922,1948,-26,0,0,0,0.0
1465,偉全,2948,2911,37,0,0,0,0.0
1466,聚隆,2892,2893,-1,13,13,0,0.45
1467,南緯,7005,7020,-15,1,1,0,0.01
1468,昶和,0,0,0,0,0,0,0.0
1470,大統新創,2,2,0,0,0,0,0.0
1471,首利,0,0,0,0,0,0,0.0
1472,三洋實業,3590,3591,-1,3,3,0,0.08
1473,台南,810,811,-1,0,0,0,0.0
1474,弘裕,2816,2816,0,0,0,0,0.0
1475,業旺,463,463,0,0,0,0,0.0
1476,儒鴻,1470,1491,-21,20,20,0,1.36
1477,聚陽,1782,1776,6,1,1,0,0.06
1503,士電,2822,2795,27,18,16,2,0.64
1504,東元,27911,28170,-259,90,97,-7,0.32
1506,正道,0,0,0,0,0,0,0.0
1512,瑞利,0,0,0,0,0,0,0.0
1513,中興電,6751,6752,-1,13,14,-1,0.19
1514,亞力,5934,5935,-1,29,29,0,0.49
1515,力山,2621,2750,-129,6,1,5,0.23
1516,川飛,1,1,0,0,0,0,0.0
1517,利奇,1706,1708,-2,0,0,0,0.0
1519,華城,3290,3354,-64,72,72,0,2.19
1521,大億,462,462,0,0,0,0,0.0
1522,堤維西,3496,3499,-3,9,9,0,0.26
1524,耿鼎,3624,3575,49,2,2,0,0.06
1525,江申,204,206,-2,0,0,0,0.0
1526,日馳,623,631,-8,6,6,0,0.96
1527,鑽全,361,361,0,0,0,0,0.0
1528,恩德,6272,6176,96,459,462,-3,7.32
1529,樂事綠能,3307,3262,45,74,126,-52,2.24
1530,亞崴,247,247,0,0,0,0,0.0
1531,高林股,1569,1562,7,9,9,0,0.57
1532,勤美,2813,2818,-5,4,4,0,0.14
1533,車王電,524,533,-9,2,2,0,0.38
1535,中宇,46,49,-3,0,0,0,0.0
1536,和大,6376,6358,18,120,122,-2,1.88
1537,廣隆,58,61,-3,0,0,0,0.0
1538,正峰,0,0,0,0,0,0,0.0
1539,巨庭,1219,1217,2,0,0,0,0.0
1540,喬福,1406,1406,0,2,2,0,0.14
1541,錩泰,107,107,0,0,0,0,0.0
1558,伸興,288,285,3,0,0,0,0.0
1560,中砂,1227,1196,31,154,94,60,12.55
1563,巧新,2662,2650,12,1,7,-6,0.04
1568,倉佑,2008,2006,2,3,3,0,0.15
1582,信錦,3668,3665,3,3,3,0,0.08
1583,程泰,63,64,-1,0,0,0,0.0
1587,吉茂,1628,1633,-5,0,0,0,0.0
1589,永冠-KY,560,565,-5,0,0,0,0.0
1590,亞德客-KY,155,130,25,0,0,0,0.0
1597,直得,3169,3160,9,14,15,-1,0.44
1598,岱宇,2134,2131,3,0,0,0,0.0
1603,華電,1911,1918,-7,0,0,0,0.0
1604,聲寶,134,142,-8,0,0,0,0.0
1605,華新,43591,42865,726,984,985,-1,2.26
1608,華榮,7003,6938,65,40,40,0,0.57
1609,大亞,12017,12006,11,16,16,0,0.13
1611,中電,3667,3305,362,2,3,-1,0.05
1612,宏泰,1803,1780,23,0,0,0,0.0
1614,三洋電,292,293,-1,0,0,0,0.0
1615,大山,118,106,12,0,0,0,0.0
1616,億泰,2674,2669,5,2,2,0,0.07
1617,榮星,1766,1719,47,7,7,0,0.4
1618,合機,3076,3110,-34,0,0,0,0.0
1623,大東電,344,349,-5,0,0,0,0.0
1626,艾美特-KY,1490,1565,-75,0,0,0,0.0
1702,南僑,270,268,2,0,0,0,0.0
1707,葡萄王,433,433,0,21,21,0,4.85
1708,東鹼,5985,6350,-365,63,63,0,1.05
1709,和益,29117,27693,1424,300,543,-243,1.03
1710,東聯,11917,11666,251,71,78,-7,0.6
1711,永光,16789,16659,130,110,108,2,0.66
1712,興農,508,509,-1,0,0,0,0.0
1713,國化,2596,2824,-228,0,0,0,0.0
1714,和桐,19185,18766,419,91,117,-26,0.47
1717,長興,17049,16941,108,430,431,-1,2.52
1718,中纖,21788,21474,314,139,177,-38,0.64
1720,生達,306,309,-3,0,0,0,0.0
1721,國慶科技,100,124,-24,0,0,0,0.0
1722,台肥,3497,3489,8,41,42,-1,1.17
1723,中碳,760,759,1,0,0,0,0.0
1725,元禎,248,248,0,0,0,0,0.0
1726,永記,10,18,-8,0,0,0,0.0
1727,中華化,8312,8273,39,489,575,-86,5.88
1730,花仙子,11,11,0,0,0,0,0.0
1731,美吾華,274,273,1,0,0,0,0.0
1732,毛寶,687,695,-8,1,1,0,0.15
1733,五鼎,2217,2231,-14,1,1,0,0.05
1734,杏輝,310,310,0,1,0,1,0.32
1735,日勝化,675,686,-11,2,0,2,0.3
1736,喬山,1679,1704,-25,1,1,0,0.06
1737,臺鹽,301,80,221,0,0,0,0.0
1752,南光,310,310,0,0,0,0,0.0
1760,寶齡富錦,1076,1055,21,10,10,0,0.93
1762,中化生,830,830,0,1,1,0,0.12
1773,勝一,1258,1260,-2,1,1,0,0.08
1776,展宇,680,680,0,1,1,0,0.15
1783,和康生,436,438,-2,0,0,0,0.0
1786,科妍,4823,4835,-12,0,0,0,0.0
1789,神隆,3091,3107,-16,2,12,-10,0.06
1795,美時,8451,8433,18,0,0,0,0.0
1802,台玻,36691,35579,1112,1055,1118,-63,2.88
1805,寶徠,1440,1439,1,0,0,0,0.0
1806,冠軍,2464,2459,5,0,0,0,0.0
1808,潤隆,5919,5639,280,0,1,-1,0.0
1809,中釉,5625,5512,113,62,46,16,1.1
1810,和成,20826,20878,-52,19,25,-6,0.09
1817,凱撒衛,18,18,0,0,0,0,0.0
1903,士紙,2339,2324,15,0,0,0,0.0
1904,正隆,4898,4887,11,30,31,-1,0.61
1905,華紙,12238,12184,54,2,5,-3,0.02
1906,寶隆,6985,6993,-8,0,0,0,0.0
1907,永豐餘,24018,24022,-4,2,2,0,0.01
1909,榮成,9658,9644,14,46,67,-21,0.48
2002,中鋼,38659,38747,-88,26,31,-5,0.07
2006,東和鋼鐵,1184,1101,83,7,7,0,0.59
2007,燁興,5,5,0,0,0,0,0.0
2008,高興昌,93,92,1,0,0,0,0.0
2009,第一銅,6316,6336,-20,32,32,0,0.51
2010,春源,1709,1716,-7,0,0,0,0.0
2012,春雨,197,197,0,0,0,0,0.0
2013,中鋼構,1406,1403,3,0,0,0,0.0
2014,中鴻,536,552,-16,0,0,0,0.0
2015,豐興,23,20,3,0,0,0,0.0
2017,官田鋼,8156,8196,-40,0,0,0,0.0
2020,美亞,611,617,-6,0,0,0,0.0
2022,聚亨,1962,1970,-8,0,0,0,0.0
2023,燁輝,2553,2538,15,3,3,0,0.12
2024,志聯,72,70,2,0,0,0,0.0
2025,千興,588,568,20,0,0,0,0.0
2027,大成鋼,21795,21841,-46,365,366,-1,1.67
2028,威致,1116,1117,-1,0,0,0,0.0
2029,盛餘,741,729,12,0,0,0,0.0
2030,彰源,3334,2847,487,106,97,9,3.18
2031,新光鋼,2630,2655,-25,1,1,0,0.04
2032,新鋼,2332,2237,95,0,0,0,0.0
2033,佳大,2537,2889,-352,146,139,7,5.75
2034,允強,2559,2609,-50,104,100,4,4.06
2038,海光,3651,3657,-6,15,15,0,0.41
2049,上銀,3553,3506,47,74,111,-37,2.08
2059,川湖,684,671,13,1,1,0,0.15
2062,橋椿,1261,1266,-5,0,0,0,0.0
2069,運錩,1572,1531,41,55,50,5,3.5
2101,南港,19485,19494,-9,1,0,1,0.01
2102,泰豐,3959,3070,889,0,25,-25,0.0
2103,台橡,12314,12332,-18,85,89,-4,0.69
2104,國際中橡,19319,19565,-246,69,95,-26,0.36
2105,正新,9392,9401,-9,13,13,0,0.14
2106,建大,3263,3240,23,0,0,0,0.0
2107,厚生,214,214,0,0,0,0,0.0
2108,南帝,2202,2186,16,130,130,0,5.9
2109,華豐,669,724,-55,0,0,0,0.0
2114,鑫永銓,9,9,0,0,0,0,0.0
2115,六暉-KY,456,456,0,3,3,0,0.66
2201,裕隆,11086,10966,120,56,58,-2,0.51
2204,中華,1226,1260,-34,0,0,0,0.0
2206,三陽工業,3061,3085,-24,1,1,0,0.03
2207,和泰車,38,42,-4,0,0,0,0.0
2208,台船,0,0,0,0,0,0,0.0
2211,長榮鋼,618,626,-8,1,1,0,0.16
2228,劍麟,1450,1450,0,0,0,0,0.0
2231,為升,2604,2607,-3,146,145,1,5.61
2233,宇隆,2924,2947,-23,18,18,0,0.62
2236,百達-KY,12109,12112,-3,7,8,-1,0.06
2239,英利-KY,1566,1576,-10,0,0,0,0.0
2241,艾姆勒,8160,8133,27,16,16,0,0.2
2243,宏旭-KY,1504,1506,-2,6,6,0,0.4
2247,汎德永業,108,108,0,1,1,0,0.93
2248,華勝-KY,568,560,8,0,0,0,0.0
2250,IKKA-KY,1068,1063,5,0,0,0,0.0
2254,巨鎧精密-創,5012,5140,-128,3,3,0,0.06
2301,光寶科,17059,16878,181,99,102,-3,0.58
2302,麗正,3983,3982,1,176,197,-21,4.42
2303,聯電,186966,207765,-20799,7634,7144,490,4.08
2305,全友,8888,10283,-1395,2618,3470,-852,29.46
2308,台達電,9981,10045,-64,71,58,13,0.71
2312,金寶,44619,44246,373,181,195,-14,0.41
2313,華通,36517,37293,-776,1070,1021,49,2.93
