證券代號,證券名稱,融資今日餘額,融資前日餘額,融資增減,融券今日餘額,融券前日餘額,融券增減,券資比
00738U,期元大道瓊白銀,19320,19373,-53,362,363,-1,1.87
00739,元大MSCI A股,0,0,0,0,0,0,0.0
00752,中信中國50,309,313,-4,2,2,0,0.65
00753L,中信中國50正2,72401,73384,-983,966,942,24,1.33
00757,統一FANG+,231,211,20,3,3,0,1.3
00762,元大全球AI,84,87,-3,0,0,0,0.0
00763U,期街口道瓊銅,2044,2073,-29,4,0,4,0.2
00770,國泰北美科技,345,371,-26,1,1,0,0.29
00771,元大US高息特別股,2,1,1,0,0,0,0.0
00775B,台新投等債15+,0,0,0,0,0,0,0.0
00783,富邦中証500,337,337,0,0,0,0,0.0
00830,國泰費城半導體,7720,8784,-1064,257,262,-5,3.33
00850,元大臺灣ESG永續,12,12,0,0,0,0,0.0
00851,台新全球AI,2,2,0,0,0,0,0.0
00852L,國泰美國道瓊正2,289,221,68,40,54,-14,13.84
00861,元大全球未來通訊,35,35,0,0,0,0,0.0
00865B,國泰US短期公債,8,8,0,0,0,0,0.0
00875,國泰網路資安,44,49,-5,0,0,0,0.0
00876,元大全球5G,18,13,5,0,0,0,0.0
00878,國泰永續高股息,3468,3092,376,38,91,-53,1.1
00881,國泰台灣科技龍頭,6649,6875,-226,11,9,2,0.17
00882,中信中國高股息,2209,2153,56,5,5,0,0.23
00885,富邦越南,2495,2479,16,128,128,0,5.13
00891,中信關鍵半導體,5033,5436,-403,17,16,1,0.34
00892,富邦台灣半導體,1078,1164,-86,4,4,0,0.37
00893,國泰智能電動車,132,128,4,18,18,0,13.64
00894,中信小資高價30,347,411,-64,0,0,0,0.0
00895,富邦未來車,67,68,-1,8,8,0,11.94
00896,中信綠能及電動車,2278,2367,-89,26,30,-4,1.14
00897,富邦基因免疫生技,162,164,-2,0,0,0,0.0
00898,國泰基因免疫革命,409,436,-27,0,0,0,0.0
00899,FT潔淨能源,49,49,0,0,0,0,0.0
00900,富邦特選高股息30,127,127,0,0,0,0,0.0
00901,永豐智能車供應鏈,2,1,1,0,0,0,0.0
00902,中信電池及儲能,2607,2613,-6,5,5,0,0.19
00903,富邦元宇宙,16,16,0,0,0,0,0.0
00904,台新臺灣半導體30,366,372,-6,0,0,0,0.0
00905,FT臺灣Smart,319,340,-21,0,0,0,0.0
00907,永豐優息存股,76,76,0,0,0,0,0.0
00908,富邦入息REITs+,0,0,0,0,0,0,0.0
00909,國泰數位支付服務,931,953,-22,10,8,2,1.07
00910,第一金太空衛星,1760,1764,-4,3,2,1,0.17
00911,兆豐洲際半導體,307,231,76,1,1,0,0.33
00912,中信臺灣智慧50,6,3,3,0,0,0,0.0
00913,兆豐台灣晶圓製造,401,529,-128,0,0,0,0.0
00915,凱基優選高股息30,126,127,-1,0,0,0,0.0
00916,國泰全球品牌50,488,493,-5,0,0,0,0.0
00917,中信特選金融,107,107,0,0,0,0,0.0
00918,大華優利高填息30,30458,31201,-743,155,2500,-2345,0.51
00919,群益台灣精選高息,18561,18758,-197,33,34,-1,0.18
00920,富邦ESG綠色電力,13,13,0,0,0,0,0.0
00921,兆豐龍頭等權重,269,264,5,0,0,0,0.0
00922,國泰台灣領袖50,2104,2475,-371,5,3,2,0.24
00923,群益台ESG低碳50,1251,1358,-107,0,0,0,0.0
00924,復華S&P500成長,36,34,2,0,0,0,0.0
00926,凱基全球菁英55,21,11,10,0,0,0,0.0
00927,群益半導體收益,9778,10524,-746,101,100,1,1.03
00929,復華台灣科技優息,9162,9392,-230,0,0,0,0.0
00930,永豐ESG低碳高息,1027,581,446,0,0,0,0.0
00932,兆豐永續高息等權,5,5,0,0,0,0,0.0
00934,中信成長高股息,686,684,2,0,0,0,0.0
00935,野村臺灣新科技50,7668,7538,130,18,15,3,0.23
00936,台新永續高息中小,7,12,-5,0,0,0,0.0
00938,凱基優選30,0,0,0,0,0,0,0.0
00939,統一台灣高息動能,664,483,181,0,0,0,0.0
00940,元大台灣價值高息,1289,1255,34,0,0,0,0.0
00941,中信上游半導體,232,229,3,0,0,0,0.0
00943,兆豐電子高息等權,26,26,0,0,0,0,0.0
00944,野村趨勢動能高息,6,6,0,0,0,0,0.0
00945B,凱基美國非投等債,306,296,10,0,0,0,0.0
00946,群益科技高息成長,509,559,-50,0,0,0,0.0
00947,台新臺灣IC設計,4113,3793,320,97,77,20,2.36
00949,復華日本龍頭,2355,266,2089,0,0,0,0.0
00951,台新日本半導體,1604,1612,-8,3,3,0,0.19
00952,凱基台灣AI50,2105,2121,-16,0,0,0,0.0
00953B,群益優選非投等債,123221,124248,-1027,0,0,0,0.0
00954,中信日本半導體,1709,1732,-23,0,0,0,0.0
00956,中信日經高股息,27,27,0,0,0,0,0.0
00960,野村全球航運龍頭,109,118,-9,0,0,0,0.0
00961,FT臺灣永續高息,9382,9294,88,0,0,0,0.0
00962,台新AI優息動能,1013,977,36,0,0,0,0.0
00963,中信全球高股息,237,237,0,0,0,0,0.0
00964,中信亞太高股息,55,63,-8,0,0,0,0.0
00965,元大航太防衛科技,1152,1177,-25,41,41,0,3.56
00971,野村美國研發龍頭,10,10,0,0,0,0,0.0
00972,野村日本動能高息,0,0,0,0,0,0,0.0
009800,中信NASDAQ,1362,1361,1,10,10,0,0.73
009801,中信美國創新科技,63,66,-3,0,0,0,0.0
009802,富邦旗艦50,1553,1700,-147,0,0,0,0.0
009803,玉山市值動能50,1257,1547,-290,0,0,0,0.0
009804,聯邦台精彩50,294,361,-67,0,0,0,0.0
009805,台新美國電力基建,6131,6127,4,50,50,0,0.82
009808,華南永昌優選50,3,3,0,0,0,0,0.0
009809,富邦淨零ESG50,3,3,0,0,0,0,0.0
00980A,主動野村臺灣優選,2998,2922,76,2,12,-10,0.07
009810,玉山全球藍籌100,3,3,0,0,0,0,0.0
009811,統一美國50,21,26,-5,35,35,0,166.67
009812,野村日本東證,2,2,0,0,0,0,0.0
009813,貝萊德標普卓越50,56,56,0,0,0,0,0.0
009816,凱基台灣TOP50,21382,28102,-6720,780,751,29,3.65
009817,國泰日本不動產,66,66,0,0,0,0,0.0
009818,華南永昌NASDAQxT,22,22,0,0,0,0,0.0
009819,中信數據及電力,3803,3695,108,1,1,0,0.03
00981A,主動統一台股增長,181989,187930,-5941,881,406,475,0.48
00981T,平衡凱基雙核收息,155,160,-5,0,0,0,0.0
009820,元大納斯達克精選,2858,2928,-70,0,0,0,0.0
009821,野村稀土關鍵資源,2856,3135,-279,1,2,-1,0.04
009824,群益美國科技巨頭,1035,1044,-9,6,6,0,0.58
009826,貝萊德世界股票,8565,8563,2,0,0,0,0.0
009827,玉山未來全球算力,552,587,-35,4,4,0,0.72
009828,中信台日韓PCB,20708,22515,-1807,6,4,2,0.03
009829,大華韓國KOSPI50,24643,34875,-10232,467,23,444,1.9
00982A,主動群益台灣強棒,12253,12346,-93,17,20,-3,0.14
00982D,主動富邦動態入息,120,120,0,0,0,0,0.0
00982T,平衡兆豐台美動能,41,51,-10,0,0,0,0.0
00983A,主動中信ARK創新,691,715,-24,6,6,0,0.87
00983D,主動富邦複合收益,125,122,3,0,0,0,0.0
00984A,主動安聯台灣高息,973,1254,-281,1,1,0,0.1
00984D,主動聯博全球非投,18847,18574,273,0,0,0,0.0
00985A,主動野村台灣50,2991,3051,-60,62,62,0,2.07
00985B,群益ESG投等債0-5,261,261,0,0,0,0,0.0
00986A,主動台新龍頭成長,56,57,-1,0,0,0,0.0
00987A,主動台新優勢成長,1515,1698,-183,15,21,-6,0.99
00988A,主動統一全球創新,48327,49304,-977,108,88,20,0.22
00989A,主動摩根美國科技,76,77,-1,0,0,0,0.0
00990A,主動元大AI新經濟,16336,16239,97,104,104,0,0.64
00991A,主動復華未來50,117216,118395,-1179,1252,1299,-47,1.07
00991B,貝萊德A級公司債,0,0,0,0,0,0,0.0
00992A,主動群益科技創新,21846,22908,-1062,250,238,12,1.14
00993A,主動安聯台灣,786,869,-83,23,23,0,2.93
00994A,主動第一金台股優,1172,1240,-68,0,0,0,0.0
00995A,主動中信台灣卓越,1212,1436,-224,15,15,0,1.24
00996A,主動兆豐台灣豐收,1172,1437,-265,3,2,1,0.26
00997A,主動群益美國增長,11036,11094,-58,0,0,0,0.0
00999A,主動野村臺灣高息,1907,1956,-49,0,0,0,0.0
1101,台泥,36390,37776,-1386,26,17,9,0.07
1102,亞泥,670,745,-75,7,7,0,1.04
1103,嘉泥,4174,4172,2,0,0,0,0.0
1104,環泥,1767,1792,-25,0,0,0,0.0
1108,幸福,456,461,-5,0,0,0,0.0
1109,信大,303,303,0,0,0,0,0.0
1110,東泥,2407,2390,17,0,0,0,0.0
1201,味全,2417,2351,66,3,3,0,0.12
1203,味王,22,21,1,0,0,0,0.0
1210,大成,496,480,16,0,0,0,0.0
1213,大飲,0,0,0,0,0,0,0.0
1215,卜蜂,508,482,26,14,0,14,2.76
1216,統一,885,858,27,1,1,0,0.11
1217,愛之味,1762,1723,39,11,11,0,0.62
1218,泰山,1686,1659,27,21,21,0,1.25
1219,福壽,288,288,0,1,1,0,0.35
1220,台榮,660,664,-4,1,1,0,0.15
1225,福懋油,6759,6759,0,0,0,0,0.0
1227,佳格,1266,1285,-19,1,1,0,0.08
1229,聯華,3005,2986,19,16,16,0,0.53
1231,聯華食,255,255,0,0,0,0,0.0
1232,大統益,136,135,1,1,1,0,0.74
1233,天仁,58,58,0,0,0,0,0.0
1234,黑松,9,9,0,0,0,0,0.0
1235,興泰,1155,1155,0,0,0,0,0.0
1236,宏亞,123,123,0,0,0,0,0.0
1256,鮮活果汁-KY,318,322,-4,1,1,0,0.31
1301,台塑,17629,17894,-265,803,815,-12,4.55
1303,南亞,39184,38593,591,1880,2263,-383,4.8
1304,台聚,9776,9824,-48,65,70,-5,0.66
1305,華夏,6536,6533,3,24,24,0,0.37
1307,三芳,1182,1143,39,0,0,0,0.0
1308,亞聚,6023,5999,24,28,28,0,0.46
1309,台達化,7648,7650,-2,24,23,1,0.31
1310,台苯,11282,11290,-8,36,37,-1,0.32
1312,國喬,39205,39569,-364,242,238,4,0.62
1313,聯成,10936,10972,-36,49,50,-1,0.45
1314,中石化,76902,76193,709,297,378,-81,0.39
1315,達新,65,69,-4,0,0,0,0.0
1316,上曜,10629,10549,80,16,16,0,0.15
1319,東陽,6852,6848,4,3,3,0,0.04
1321,大洋,7144,7148,-4,1,1,0,0.01
1323,永裕,70,70,0,0,0,0,0.0
1324,地球,1244,1245,-1,0,0,0,0.0
1325,恆大,1977,1980,-3,11,11,0,0.56
1326,台化,20898,20817,81,193,216,-23,0.92
1337,再生-KY,21462,21492,-30,0,0,0,0.0
1338,廣華-KY,4290,4292,-2,0,0,0,0.0
1339,昭輝,1021,1021,0,0,0,0,0.0
1340,勝悅-KY,979,982,-3,0,0,0,0.0
1342,八貫,493,493,0,1,1,0,0.2
1402,遠東新,8022,8000,22,60,61,-1,0.75
1409,新纖,23490,23686,-196,66,82,-16,0.28
1410,南染,209,209,0,5,5,0,2.39
1413,宏洲,0,0,0,0,0,0,0.0
1414,東和,668,671,-3,0,0,0,0.0
1416,廣豐,5690,5670,20,0,0,0,0.0
1417,嘉裕,2175,2181,-6,0,0,0,0.0
1418,東華,778,778,0,0,0,0,0.0
1419,新紡,1228,1230,-2,0,0,0,0.0
1423,利華,87,87,0,0,0,0,0.0
1432,大魯閣,147,147,0,0,0,0,0.0
1434,福懋,4176,4233,-57,0,0,0,0.0
1435,中福,0,0,0,0,0,0,0.0
1436,華友聯,885,884,1,0,0,0,0.0
1437,勤益控,3119,3113,6,0,0,0,0.0
1438,三地開發,152,154,-2,0,0,0,0.0
1439,雋揚,990,987,3,5,5,0,0.51
1440,南紡,5317,5249,68,1,1,0,0.02
1441,大東,0,0,0,0,0,0,0.0
1442,名軒,3105,2949,156,0,0,0,0.0
1443,立益物流,8,8,0,0,0,0,0.0
1444,力麗,830,807,23,9,9,0,1.08
1445,大宇,1315,1315,0,1,1,0,0.08
1446,宏和,1320,1423,-103,0,0,0,0.0
1447,力鵬,549,549,0,0,0,0,0.0
1449,佳和,3011,3034,-23,7,7,0,0.23
1451,年興,565,565,0,0,0,0,0.0
1452,宏益,118,123,-5,0,0,0,0.0
1453,大將,864,855,9,0,0,0,0.0
1454,台富,2330,2313,17,0,0,0,0.0
1455,集盛,3508,3497,11,0,0,0,0.0
1456,怡華,811,802,9,0,0,0,0.0
1457,宜進,606,611,-5,1,1,0,0.17
1459,聯發,286,286,0,0,0,0,0.0
1460,宏遠,0,0,0,0,0,0,0.0
1463,強盛新,427,438,-11,0,0,0,0.0
1464,得力,1896,1922,-26,0,0,0,0.0
1465,偉全,2917,2904,13,0,0,0,0.0
1466,聚隆,2829,2860,-31,14,14,0,0.49
1467,南緯,6990,7002,-12,1,1,0,0.01
1468,昶和,0,0,0,0,0,0,0.0
1470,大統新創,2,2,0,0,0,0,0.0
1471,首利,0,0,0,0,0,0,0.0
1472,三洋實業,3589,3589,0,3,3,0,0.08
1473,台南,807,808,-1,0,0,0,0.0
1474,弘裕,2792,2797,-5,0,0,0,0.0
1475,業旺,463,464,-1,0,0,0,0.0
1476,儒鴻,1530,1447,83,20,20,0,1.31
1477,聚陽,1787,1791,-4,1,1,0,0.06
1503,士電,2747,2814,-67,14,15,-1,0.51
1504,東元,28016,27985,31,71,74,-3,0.25
1506,正道,0,0,0,0,0,0,0.0
1512,瑞利,0,0,0,0,0,0,0.0
1513,中興電,6739,6773,-34,13,13,0,0.19
1514,亞力,5882,5909,-27,29,29,0,0.49
1515,力山,2668,2665,3,3,3,0,0.11
1516,川飛,1,1,0,0,0,0,0.0
1517,利奇,1689,1690,-1,0,0,0,0.0
1519,華城,3264,3293,-29,40,51,-11,1.23
1521,大億,468,461,7,0,0,0,0.0
1522,堤維西,3497,3488,9,9,9,0,0.26
1524,耿鼎,3581,3630,-49,2,2,0,0.06
1525,江申,206,206,0,0,0,0,0.0
1526,日馳,600,614,-14,6,6,0,1.0
1527,鑽全,363,361,2,0,0,0,0.0
1528,恩德,6913,6813,100,532,541,-9,7.7
1529,樂事綠能,3351,3324,27,11,11,0,0.33
1530,亞崴,246,247,-1,0,0,0,0.0
1531,高林股,1582,1560,22,9,9,0,0.57
1532,勤美,2828,2814,14,4,4,0,0.14
1533,車王電,534,533,1,2,2,0,0.37
1535,中宇,47,47,0,0,0,0,0.0
1536,和大,6278,6326,-48,120,120,0,1.91
1537,廣隆,58,58,0,0,0,0,0.0
1538,正峰,0,0,0,0,0,0,0.0
1539,巨庭,1233,1230,3,0,0,0,0.0
1540,喬福,1415,1414,1,1,1,0,0.07
1541,錩泰,103,103,0,0,0,0,0.0
1558,伸興,287,288,-1,0,0,0,0.0
1560,中砂,1153,1193,-40,199,163,36,17.26
1563,巧新,2546,2663,-117,1,1,0,0.04
1568,倉佑,2003,2002,1,3,3,0,0.15
1582,信錦,3663,3664,-1,3,3,0,0.08
1583,程泰,62,62,0,0,0,0,0.0
1587,吉茂,1631,1631,0,0,0,0,0.0
1589,永冠-KY,559,559,0,0,0,0,0.0
1590,亞德客-KY,154,150,4,0,0,0,0.0
1597,直得,3144,3162,-18,16,12,4,0.51
1598,岱宇,2124,2130,-6,0,0,0,0.0
1603,華電,1897,1904,-7,0,0,0,0.0
1604,聲寶,134,134,0,0,0,0,0.0
1605,華新,42510,43424,-914,989,988,1,2.33
1608,華榮,6996,7025,-29,38,38,0,0.54
1609,大亞,12140,12155,-15,14,14,0,0.12
1611,中電,3766,3759,7,11,11,0,0.29
1612,宏泰,1808,1802,6,0,0,0,0.0
1614,三洋電,290,290,0,0,0,0,0.0
1615,大山,118,118,0,0,0,0,0.0
1616,億泰,2660,2659,1,2,2,0,0.08
1617,榮星,2042,1716,326,7,7,0,0.34
1618,合機,3099,3118,-19,0,0,0,0.0
1623,大東電,339,345,-6,0,0,0,0.0
1626,艾美特-KY,1453,1455,-2,0,0,0,0.0
1702,南僑,271,272,-1,0,0,0,0.0
1707,葡萄王,431,432,-1,21,21,0,4.87
1708,東鹼,5946,5991,-45,55,55,0,0.92
1709,和益,32913,28633,4280,572,446,126,1.74
1710,東聯,11970,11728,242,95,161,-66,0.79
1711,永光,16224,16483,-259,103,117,-14,0.63
1712,興農,506,507,-1,0,0,0,0.0
1713,國化,2509,2509,0,1,0,1,0.04
1714,和桐,18273,18998,-725,85,70,15,0.47
1717,長興,17264,17247,17,418,433,-15,2.42
1718,中纖,21209,21625,-416,131,134,-3,0.62
1720,生達,316,308,8,0,0,0,0.0
1721,國慶科技,100,100,0,0,0,0,0.0
1722,台肥,3838,3490,348,40,41,-1,1.04
1723,中碳,743,762,-19,0,0,0,0.0
1725,元禎,266,264,2,0,0,0,0.0
1726,永記,0,0,0,0,0,0,0.0
1727,中華化,8918,8783,135,400,419,-19,4.49
1730,花仙子,11,11,0,0,0,0,0.0
1731,美吾華,273,274,-1,0,0,0,0.0
1732,毛寶,671,678,-7,1,1,0,0.15
1733,五鼎,2207,2207,0,1,1,0,0.05
1734,杏輝,309,309,0,0,0,0,0.0
1735,日勝化,675,676,-1,1,1,0,0.15
1736,喬山,1685,1696,-11,5,1,4,0.3
1737,臺鹽,87,131,-44,0,0,0,0.0
1752,南光,310,310,0,0,0,0,0.0
1760,寶齡富錦,1080,1078,2,10,10,0,0.93
1762,中化生,853,830,23,1,1,0,0.12
1773,勝一,1295,1274,21,1,1,0,0.08
1776,展宇,673,667,6,1,1,0,0.15
1783,和康生,436,436,0,0,0,0,0.0
1786,科妍,4792,4821,-29,0,0,0,0.0
1789,神隆,3094,3096,-2,2,2,0,0.06
1795,美時,8428,8457,-29,1,1,0,0.01
1802,台玻,37082,37302,-220,1042,1103,-61,2.81
1805,寶徠,1450,1442,8,0,0,0,0.0
1806,冠軍,2463,2465,-2,0,0,0,0.0
1808,潤隆,6165,6073,92,0,0,0,0.0
1809,中釉,6008,5636,372,70,55,15,1.17
1810,和成,20880,20749,131,6,15,-9,0.03
1817,凱撒衛,18,18,0,0,0,0,0.0
1903,士紙,2261,2287,-26,0,0,0,0.0
1904,正隆,4970,4871,99,28,28,0,0.56
1905,華紙,11652,12310,-658,2,2,0,0.02
1906,寶隆,6974,6974,0,0,0,0,0.0
1907,永豐餘,24018,24019,-1,2,2,0,0.01
1909,榮成,9898,9735,163,7,7,0,0.07
2002,中鋼,39339,39174,165,25,25,0,0.06
2006,東和鋼鐵,1128,1171,-43,9,8,1,0.8
2007,燁興,5,5,0,0,0,0,0.0
2008,高興昌,94,95,-1,0,0,0,0.0
2009,第一銅,6230,6324,-94,32,33,-1,0.51
2010,春源,1786,1780,6,0,0,0,0.0
2012,春雨,199,197,2,0,0,0,0.0
2013,中鋼構,1403,1406,-3,0,0,0,0.0
2014,中鴻,534,534,0,0,0,0,0.0
2015,豐興,23,23,0,0,0,0,0.0
2017,官田鋼,8241,8172,69,0,0,0,0.0
2020,美亞,622,612,10,0,0,0,0.0
2022,聚亨,1947,1955,-8,0,0,0,0.0
2023,燁輝,2805,2742,63,3,3,0,0.11
2024,志聯,72,72,0,0,0,0,0.0
2025,千興,427,622,-195,0,0,0,0.0
2027,大成鋼,21739,21879,-140,330,325,5,1.52
2028,威致,1124,1113,11,0,0,0,0.0
2029,盛餘,688,682,6,0,0,0,0.0
2030,彰源,5714,3363,2351,148,109,39,2.59
2031,新光鋼,2651,2641,10,1,1,0,0.04
2032,新鋼,2407,2281,126,4,0,4,0.17
2033,佳大,2416,2326,90,200,147,53,8.28
2034,允強,2924,2603,321,114,104,10,3.9
2038,海光,3670,3675,-5,15,15,0,0.41
2049,上銀,3549,3542,7,67,70,-3,1.89
2059,川湖,694,699,-5,2,2,0,0.29
2062,橋椿,1265,1266,-1,0,0,0,0.0
2069,運錩,1817,1554,263,58,55,3,3.19
2101,南港,19543,19464,79,0,1,-1,0.0
2102,泰豐,3670,3964,-294,0,0,0,0.0
2103,台橡,12129,12326,-197,85,85,0,0.7
2104,國際中橡,19199,19224,-25,66,69,-3,0.34
2105,正新,9249,9276,-27,8,8,0,0.09
2106,建大,3326,3298,28,0,0,0,0.0
2107,厚生,217,217,0,0,0,0,0.0
2108,南帝,2203,2193,10,130,130,0,5.9
2109,華豐,669,669,0,0,0,0,0.0
2114,鑫永銓,11,9,2,0,0,0,0.0
2115,六暉-KY,455,456,-1,3,3,0,0.66
2201,裕隆,10968,10935,33,46,45,1,0.42
2204,中華,1221,1217,4,0,0,0,0.0
2206,三陽工業,2980,2980,0,1,1,0,0.03
2207,和泰車,40,39,1,0,0,0,0.0
2208,台船,0,0,0,0,0,0,0.0
2211,長榮鋼,638,620,18,1,1,0,0.16
2228,劍麟,1470,1465,5,0,0,0,0.0
2231,為升,2597,2595,2,146,146,0,5.62
2233,宇隆,3045,2883,162,19,19,0,0.62
2236,百達-KY,12200,12139,61,5,6,-1,0.04
2239,英利-KY,1541,1542,-1,0,0,0,0.0
2241,艾姆勒,9100,8399,701,24,9,15,0.26
2243,宏旭-KY,1708,1667,41,6,6,0,0.35
2247,汎德永業,101,101,0,1,1,0,0.99
2248,華勝-KY,566,568,-2,0,0,0,0.0
2250,IKKA-KY,1036,1054,-18,0,0,0,0.0
2254,巨鎧精密-創,4403,4744,-341,0,3,-3,0.0
2301,光寶科,17430,16930,500,89,113,-24,0.51
2302,麗正,4074,4036,38,154,154,0,3.78
2303,聯電,175731,186812,-11081,7793,7582,211,4.43
2305,全友,8449,8878,-429,2371,2457,-86,28.06
2308,台達電,10902,10469,433,124,121,3,1.14
2312,金寶,44879,44503,376,182,205,-23,0.41
2313,華通,35919,36853,-934,1021,998,23,2.84
