證券代號,證券名稱,融資今日餘額,融資前日餘額,融資增減,融券今日餘額,融券前日餘額,融券增減,券資比
009824,群益美國科技巨頭,939,1027,-88,6,6,0,0.64
009826,貝萊德世界股票,8707,8705,2,0,0,0,0.0
009827,玉山未來全球算力,571,566,5,4,4,0,0.7
009828,中信台日韓PCB,17207,18420,-1213,12,9,3,0.07
009829,大華韓國KOSPI50,29552,29153,399,28,474,-446,0.09
00982A,主動群益台灣強棒,10192,12014,-1822,34,27,7,0.33
00982D,主動富邦動態入息,129,119,10,0,0,0,0.0
00982T,平衡兆豐台美動能,48,41,7,0,0,0,0.0
00983A,主動中信ARK創新,501,501,0,6,6,0,1.2
00983D,主動富邦複合收益,132,125,7,0,0,0,0.0
00984A,主動安聯台灣高息,980,973,7,1,1,0,0.1
00984D,主動聯博全球非投,18778,18674,104,0,0,0,0.0
00985A,主動野村台灣50,2938,3000,-62,62,62,0,2.11
00985B,群益ESG投等債0-5,250,260,-10,0,0,0,0.0
00986A,主動台新龍頭成長,56,57,-1,0,0,0,0.0
00987A,主動台新優勢成長,1377,1391,-14,16,15,1,1.16
00988A,主動統一全球創新,47459,47779,-320,184,134,50,0.39
00989A,主動摩根美國科技,75,75,0,0,0,0,0.0
00990A,主動元大AI新經濟,15723,16258,-535,123,118,5,0.78
00991A,主動復華未來50,115092,116227,-1135,1169,1303,-134,1.02
00991B,貝萊德A級公司債,0,0,0,0,0,0,0.0
00992A,主動群益科技創新,18460,18517,-57,189,309,-120,1.02
00993A,主動安聯台灣,701,776,-75,33,23,10,4.71
00994A,主動第一金台股優,1108,1103,5,0,0,0,0.0
00995A,主動中信台灣卓越,1069,1184,-115,15,15,0,1.4
00996A,主動兆豐台灣豐收,1090,1075,15,2,2,0,0.18
00997A,主動群益美國增長,10993,11118,-125,2,1,1,0.02
00999A,主動野村臺灣高息,1822,1825,-3,0,0,0,0.0
1101,台泥,39730,42391,-2661,70,104,-34,0.18
1102,亞泥,655,627,28,7,7,0,1.07
1103,嘉泥,4162,4181,-19,0,0,0,0.0
1104,環泥,1765,1845,-80,0,0,0,0.0
1108,幸福,456,456,0,0,0,0,0.0
1109,信大,272,295,-23,0,0,0,0.0
1110,東泥,2351,2415,-64,0,0,0,0.0
1201,味全,2273,2395,-122,3,3,0,0.13
1203,味王,22,24,-2,0,0,0,0.0
1210,大成,515,492,23,0,0,0,0.0
1213,大飲,0,0,0,0,0,0,0.0
1215,卜蜂,507,504,3,0,14,-14,0.0
1216,統一,839,792,47,1,1,0,0.12
1217,愛之味,1830,1825,5,11,11,0,0.6
1218,泰山,1589,1625,-36,20,20,0,1.26
1219,福壽,290,290,0,1,1,0,0.34
1220,台榮,656,659,-3,1,1,0,0.15
1225,福懋油,6769,6769,0,0,0,0,0.0
1227,佳格,1269,1267,2,1,1,0,0.08
1229,聯華,3008,2994,14,16,16,0,0.53
1231,聯華食,255,255,0,0,0,0,0.0
1232,大統益,134,135,-1,0,1,-1,0.0
1233,天仁,58,58,0,0,0,0,0.0
1234,黑松,9,9,0,0,0,0,0.0
1235,興泰,1160,1160,0,0,0,0,0.0
1236,宏亞,123,123,0,0,0,0,0.0
1256,鮮活果汁-KY,308,304,4,1,1,0,0.32
1301,台塑,17459,17139,320,787,764,23,4.51
1303,南亞,41217,39389,1828,2029,1720,309,4.92
1304,台聚,9765,9840,-75,75,62,13,0.77
1305,華夏,6493,6521,-28,26,24,2,0.4
1307,三芳,1135,1138,-3,0,0,0,0.0
1308,亞聚,6135,6028,107,27,28,-1,0.44
1309,台達化,7676,7645,31,27,26,1,0.35
1310,台苯,11273,11286,-13,36,36,0,0.32
1312,國喬,39032,39347,-315,239,236,3,0.61
1313,聯成,10760,10747,13,43,48,-5,0.4
1314,中石化,77693,80972,-3279,324,332,-8,0.42
1315,達新,65,65,0,0,0,0,0.0
1316,上曜,10509,10518,-9,17,16,1,0.16
1319,東陽,6865,6872,-7,1,1,0,0.01
1321,大洋,7140,7141,-1,1,1,0,0.01
1323,永裕,70,70,0,0,0,0,0.0
1324,地球,1238,1246,-8,0,0,0,0.0
1325,恆大,1988,1965,23,13,14,-1,0.65
1326,台化,21634,21187,447,200,182,18,0.92
1337,再生-KY,21451,21451,0,0,0,0,0.0
1338,廣華-KY,4496,4390,106,0,0,0,0.0
1339,昭輝,1011,1021,-10,0,0,0,0.0
1340,勝悅-KY,979,979,0,0,0,0,0.0
1342,八貫,519,519,0,1,1,0,0.19
1402,遠東新,7810,7943,-133,58,59,-1,0.74
1409,新纖,23424,23437,-13,53,59,-6,0.23
1410,南染,209,209,0,5,5,0,2.39
1413,宏洲,0,0,0,0,0,0,0.0
1414,東和,693,684,9,0,0,0,0.0
1416,廣豐,5632,5681,-49,0,0,0,0.0
1417,嘉裕,2256,2175,81,0,0,0,0.0
1418,東華,779,779,0,0,0,0,0.0
1419,新紡,1225,1225,0,0,0,0,0.0
1423,利華,87,87,0,0,0,0,0.0
1432,大魯閣,147,147,0,0,0,0,0.0
1434,福懋,4120,4129,-9,0,0,0,0.0
1435,中福,0,0,0,0,0,0,0.0
1436,華友聯,886,883,3,0,0,0,0.0
1437,勤益控,3085,3085,0,0,0,0,0.0
1438,三地開發,152,151,1,0,0,0,0.0
1439,雋揚,991,991,0,5,5,0,0.5
1440,南紡,5096,5200,-104,1,1,0,0.02
1441,大東,0,0,0,0,0,0,0.0
1442,名軒,3086,3091,-5,69,68,1,2.24
1443,立益物流,8,8,0,0,0,0,0.0
1444,力麗,778,808,-30,9,9,0,1.16
1445,大宇,1315,1315,0,1,1,0,0.08
1446,宏和,1340,1324,16,0,0,0,0.0
1447,力鵬,462,532,-70,0,0,0,0.0
1449,佳和,2981,3014,-33,7,7,0,0.23
1451,年興,568,565,3,0,0,0,0.0
1452,宏益,118,118,0,0,0,0,0.0
1453,大將,849,869,-20,0,0,0,0.0
1454,台富,2347,2347,0,0,0,0,0.0
1455,集盛,3402,3413,-11,0,0,0,0.0
1456,怡華,765,806,-41,0,0,0,0.0
1457,宜進,605,606,-1,1,1,0,0.17
1459,聯發,288,288,0,0,0,0,0.0
1460,宏遠,0,0,0,0,0,0,0.0
1463,強盛新,426,428,-2,0,0,0,0.0
1464,得力,1883,1889,-6,0,0,0,0.0
1465,偉全,2841,2852,-11,0,0,0,0.0
1466,聚隆,2806,2816,-10,14,14,0,0.5
1467,南緯,6972,6972,0,1,1,0,0.01
1468,昶和,0,0,0,0,0,0,0.0
1470,大統新創,2,2,0,0,0,0,0.0
1471,首利,0,0,0,0,0,0,0.0
1472,三洋實業,3583,3586,-3,3,3,0,0.08
1473,台南,806,807,-1,0,0,0,0.0
1474,弘裕,2790,2792,-2,0,0,0,0.0
1475,業旺,426,426,0,0,0,0,0.0
1476,儒鴻,1676,1552,124,18,18,0,1.07
1477,聚陽,1780,1782,-2,0,1,-1,0.0
1503,士電,2746,2736,10,9,12,-3,0.33
1504,東元,27781,27902,-121,64,66,-2,0.23
1506,正道,0,0,0,0,0,0,0.0
1512,瑞利,0,0,0,0,0,0,0.0
1513,中興電,6747,6799,-52,14,13,1,0.21
1514,亞力,6026,6247,-221,29,31,-2,0.48
1515,力山,2683,2665,18,3,4,-1,0.11
1516,川飛,1,1,0,0,0,0,0.0
1517,利奇,1687,1687,0,0,0,0,0.0
1519,華城,3236,3279,-43,47,39,8,1.45
1521,大億,451,459,-8,0,0,0,0.0
1522,堤維西,3488,3489,-1,9,9,0,0.26
1524,耿鼎,3519,3565,-46,2,2,0,0.06
1525,江申,197,205,-8,0,0,0,0.0
1526,日馳,596,598,-2,6,6,0,1.01
1527,鑽全,362,362,0,0,0,0,0.0
1528,恩德,7016,6833,183,409,438,-29,5.83
1529,樂事綠能,3330,3283,47,10,13,-3,0.3
1530,亞崴,246,246,0,0,0,0,0.0
1531,高林股,1572,1577,-5,9,9,0,0.57
1532,勤美,2816,2819,-3,3,4,-1,0.11
1533,車王電,534,536,-2,2,2,0,0.37
1535,中宇,47,47,0,0,0,0,0.0
1536,和大,6167,6261,-94,120,120,0,1.95
1537,廣隆,56,57,-1,0,0,0,0.0
1538,正峰,0,0,0,0,0,0,0.0
1539,巨庭,1233,1233,0,0,0,0,0.0
1540,喬福,1466,1462,4,1,1,0,0.07
1541,錩泰,103,103,0,0,0,0,0.0
1558,伸興,287,290,-3,0,0,0,0.0
1560,中砂,1127,1138,-11,220,217,3,19.52
1563,巧新,2496,2520,-24,1,1,0,0.04
1568,倉佑,1939,1984,-45,3,3,0,0.15
1582,信錦,3666,3666,0,3,3,0,0.08
1583,程泰,62,62,0,0,0,0,0.0
1587,吉茂,1613,1609,4,0,0,0,0.0
1589,永冠-KY,556,559,-3,0,0,0,0.0
1590,亞德客-KY,152,141,11,0,0,0,0.0
1597,直得,3197,3182,15,6,21,-15,0.19
1598,岱宇,2081,2107,-26,0,0,0,0.0
1603,華電,1889,1893,-4,0,0,0,0.0
1604,聲寶,132,133,-1,0,0,0,0.0
1605,華新,42988,43109,-121,980,981,-1,2.28
1608,華榮,6961,6980,-19,36,37,-1,0.52
1609,大亞,11867,12015,-148,11,11,0,0.09
1611,中電,3741,3781,-40,11,11,0,0.29
1612,宏泰,1798,1785,13,0,0,0,0.0
1614,三洋電,290,290,0,0,0,0,0.0
1615,大山,117,118,-1,0,0,0,0.0
1616,億泰,2663,2662,1,1,1,0,0.04
1617,榮星,2098,2115,-17,7,7,0,0.33
1618,合機,3130,3125,5,0,0,0,0.0
1623,大東電,331,334,-3,0,0,0,0.0
1626,艾美特-KY,1433,1433,0,0,0,0,0.0
1702,南僑,271,271,0,0,0,0,0.0
1707,葡萄王,432,433,-1,21,21,0,4.86
1708,東鹼,6345,5973,372,77,55,22,1.21
1709,和益,30703,32691,-1988,905,1036,-131,2.95
1710,東聯,10298,10359,-61,74,86,-12,0.72
1711,永光,15998,16137,-139,101,108,-7,0.63
1712,興農,477,477,0,0,0,0,0.0
1713,國化,2533,2503,30,0,1,-1,0.0
1714,和桐,18436,18661,-225,68,85,-17,0.37
1717,長興,17552,17363,189,419,417,2,2.39
1718,中纖,20757,20776,-19,128,129,-1,0.62
1720,生達,327,316,11,0,0,0,0.0
1721,國慶科技,100,100,0,0,0,0,0.0
1722,台肥,4078,3842,236,42,42,0,1.03
1723,中碳,729,729,0,0,0,0,0.0
1725,元禎,322,316,6,0,0,0,0.0
1726,永記,0,0,0,0,0,0,0.0
1727,中華化,9574,9131,443,413,674,-261,4.31
1730,花仙子,11,11,0,0,0,0,0.0
1731,美吾華,267,268,-1,0,0,0,0.0
1732,毛寶,678,675,3,3,3,0,0.44
1733,五鼎,2207,2207,0,1,1,0,0.05
1734,杏輝,313,314,-1,0,0,0,0.0
1735,日勝化,679,679,0,1,1,0,0.15
1736,喬山,1536,1546,-10,5,5,0,0.33
1737,臺鹽,87,86,1,0,0,0,0.0
1752,南光,310,312,-2,0,0,0,0.0
1760,寶齡富錦,1083,1078,5,10,10,0,0.92
1762,中化生,860,864,-4,1,1,0,0.12
1773,勝一,1384,1383,1,4,3,1,0.29
1776,展宇,673,673,0,1,1,0,0.15
1783,和康生,436,436,0,0,0,0,0.0
1786,科妍,4788,4785,3,0,0,0,0.0
1789,神隆,3095,3096,-1,2,2,0,0.06
1795,美時,8335,8368,-33,1,1,0,0.01
1802,台玻,38108,38047,61,1053,1006,47,2.76
1805,寶徠,1449,1450,-1,0,0,0,0.0
1806,冠軍,2433,2461,-28,1,1,0,0.04
1808,潤隆,6219,6357,-138,1,1,0,0.02
1809,中釉,6207,6317,-110,169,69,100,2.72
1810,和成,20853,20891,-38,7,7,0,0.03
1817,凱撒衛,18,18,0,0,0,0,0.0
1903,士紙,2256,2257,-1,0,0,0,0.0
1904,正隆,4861,4856,5,28,28,0,0.58
1905,華紙,11529,11557,-28,2,2,0,0.02
1906,寶隆,6927,6927,0,0,0,0,0.0
1907,永豐餘,23967,24025,-58,2,2,0,0.01
1909,榮成,9784,9777,7,11,22,-11,0.11
2002,中鋼,39873,39990,-117,26,25,1,0.07
2006,東和鋼鐵,1208,1171,37,7,8,-1,0.58
2007,燁興,5,5,0,0,0,0,0.0
2008,高興昌,94,94,0,0,0,0,0.0
2009,第一銅,6390,6345,45,29,31,-2,0.45
2010,春源,1731,1784,-53,0,0,0,0.0
2012,春雨,198,199,-1,0,0,0,0.0
2013,中鋼構,1403,1403,0,0,0,0,0.0
2014,中鴻,523,531,-8,0,0,0,0.0
2015,豐興,21,21,0,0,0,0,0.0
2017,官田鋼,8245,8232,13,0,0,0,0.0
2020,美亞,679,643,36,0,0,0,0.0
2022,聚亨,1935,1937,-2,0,0,0,0.0
2023,燁輝,2751,2756,-5,3,3,0,0.11
2024,志聯,72,72,0,0,0,0,0.0
2025,千興,368,433,-65,0,0,0,0.0
2027,大成鋼,21351,21451,-100,350,330,20,1.64
2028,威致,1145,1124,21,0,0,0,0.0
2029,盛餘,709,705,4,0,0,0,0.0
2030,彰源,10586,8856,1730,360,160,200,3.4
2031,新光鋼,2640,2648,-8,5,1,4,0.19
2032,新鋼,2662,2354,308,33,0,33,1.24
2033,佳大,2568,2473,95,173,184,-11,6.74
2034,允強,2956,2939,17,99,114,-15,3.35
2038,海光,3655,3643,12,0,0,0,0.0
2049,上銀,3592,3584,8,45,57,-12,1.25
2059,川湖,682,682,0,2,1,1,0.29
2062,橋椿,1265,1265,0,0,0,0,0.0
2069,運錩,2096,2004,92,36,61,-25,1.72
2101,南港,19437,19425,12,0,0,0,0.0
2102,泰豐,3643,3685,-42,0,0,0,0.0
2103,台橡,12082,12076,6,88,90,-2,0.73
2104,國際中橡,19140,19273,-133,77,97,-20,0.4
2105,正新,9288,9283,5,6,6,0,0.06
2106,建大,3317,3326,-9,0,0,0,0.0
2107,厚生,216,217,-1,0,0,0,0.0
2108,南帝,2218,2210,8,130,130,0,5.86
2109,華豐,683,667,16,0,0,0,0.0
2114,鑫永銓,12,11,1,0,0,0,0.0
2115,六暉-KY,449,455,-6,3,3,0,0.67
2201,裕隆,10973,10917,56,29,34,-5,0.26
2204,中華,1220,1219,1,0,0,0,0.0
2206,三陽工業,2935,2934,1,1,1,0,0.03
2207,和泰車,44,39,5,0,0,0,0.0
2208,台船,0,0,0,0,0,0,0.0
2211,長榮鋼,619,627,-8,18,1,17,2.91
2228,劍麟,1448,1450,-2,0,0,0,0.0
2231,為升,2596,2599,-3,156,154,2,6.01
2233,宇隆,3027,3064,-37,19,19,0,0.63
2236,百達-KY,12258,12192,66,2,5,-3,0.02
2239,英利-KY,1546,1545,1,0,0,0,0.0
2241,艾姆勒,8556,8669,-113,46,74,-28,0.54
2243,宏旭-KY,1711,1708,3,6,6,0,0.35
2247,汎德永業,101,101,0,1,1,0,0.99
2248,華勝-KY,523,550,-27,0,0,0,0.0
2250,IKKA-KY,1056,1057,-1,0,0,0,0.0
2254,巨鎧精密-創,4031,4072,-41,0,0,0,0.0
2301,光寶科,18092,18114,-22,91,88,3,0.5
2302,麗正,4393,4761,-368,214,198,16,4.87
2303,聯電,171581,171349,232,5803,7086,-1283,3.38
2305,全友,8558,8591,-33,2138,2296,-158,24.98
2308,台達電,10934,10829,105,127,123,4,1.16
2312,金寶,45023,45087,-64,165,178,-13,0.37
2313,華通,35656,35559,97,609,1058,-449,1.71
