證券代號,證券名稱,融資今日餘額,融資前日餘額,融資增減,融券今日餘額,融券前日餘額,融券增減,券資比
009811,統一美國50,31,31,0,35,35,0,112.9
009812,野村日本東證,2,2,0,0,0,0,0.0
009813,貝萊德標普卓越50,59,59,0,0,0,0,0.0
009816,凱基台灣TOP50,24511,23331,1180,670,636,34,2.73
009817,國泰日本不動產,59,59,0,0,0,0,0.0
009818,華南永昌NASDAQxT,33,33,0,0,0,0,0.0
009819,中信數據及電力,4335,4333,2,1,1,0,0.02
00981A,主動統一台股增長,173539,175619,-2080,3072,3323,-251,1.77
00981T,平衡凱基雙核收息,89,89,0,0,0,0,0.0
009820,元大納斯達克精選,2958,2960,-2,0,0,0,0.0
009821,野村稀土關鍵資源,2713,2661,52,3,3,0,0.11
009824,群益美國科技巨頭,1248,1260,-12,6,6,0,0.48
009826,貝萊德世界股票,7524,7563,-39,0,0,0,0.0
009827,玉山未來全球算力,642,687,-45,0,0,0,0.0
009828,中信台日韓PCB,17216,18093,-877,207,216,-9,1.2
009829,大華韓國KOSPI50,18729,19399,-670,106,98,8,0.57
00982A,主動群益台灣強棒,11343,11682,-339,9,29,-20,0.08
00982D,主動富邦動態入息,117,117,0,0,0,0,0.0
00982T,平衡兆豐台美動能,29,25,4,0,0,0,0.0
00983A,主動中信ARK創新,527,526,1,6,6,0,1.14
00983D,主動富邦複合收益,122,122,0,0,0,0,0.0
00984A,主動安聯台灣高息,1191,1220,-29,2,2,0,0.17
00984D,主動聯博全球非投,18881,17780,1101,0,0,0,0.0
00985A,主動野村台灣50,2403,2390,13,72,72,0,3.0
00985B,群益ESG投等債0-5,250,250,0,0,0,0,0.0
00986A,主動台新龍頭成長,55,55,0,0,0,0,0.0
00987A,主動台新優勢成長,1554,1528,26,10,12,-2,0.64
00988A,主動統一全球創新,53573,53765,-192,98,139,-41,0.18
00989A,主動摩根美國科技,79,99,-20,0,0,0,0.0
00990A,主動元大AI新經濟,16639,16457,182,217,214,3,1.3
00991A,主動復華未來50,125917,127606,-1689,1355,1279,76,1.08
00991B,貝萊德A級公司債,0,0,0,0,0,0,0.0
00992A,主動群益科技創新,19639,18920,719,418,573,-155,2.13
00993A,主動安聯台灣,947,1023,-76,23,23,0,2.43
00994A,主動第一金台股優,1534,1506,28,1,3,-2,0.07
00995A,主動中信台灣卓越,1884,1961,-77,15,15,0,0.8
00996A,主動兆豐台灣豐收,3083,3332,-249,7,6,1,0.23
00997A,主動群益美國增長,11018,10925,93,0,0,0,0.0
00999A,主動野村臺灣高息,1770,1790,-20,1,1,0,0.06
1101,台泥,37704,37525,179,47,45,2,0.12
1102,亞泥,877,845,32,19,19,0,2.17
1103,嘉泥,4211,4211,0,0,0,0,0.0
1104,環泥,1778,1783,-5,0,0,0,0.0
1108,幸福,423,421,2,44,44,0,10.4
1109,信大,283,283,0,0,0,0,0.0
1110,東泥,2638,2608,30,0,0,0,0.0
1201,味全,1411,1462,-51,0,0,0,0.0
1203,味王,21,21,0,0,0,0,0.0
1210,大成,558,564,-6,1,1,0,0.18
1213,大飲,0,0,0,0,0,0,0.0
1215,卜蜂,499,513,-14,0,0,0,0.0
1216,統一,938,864,74,1,1,0,0.11
1217,愛之味,2027,2007,20,9,8,1,0.44
1218,泰山,1700,1699,1,21,21,0,1.24
1219,福壽,386,387,-1,1,1,0,0.26
1220,台榮,748,745,3,18,18,0,2.41
1225,福懋油,6766,6766,0,0,0,0,0.0
1227,佳格,1294,1258,36,1,0,1,0.08
1229,聯華,2851,2837,14,16,16,0,0.56
1231,聯華食,254,255,-1,0,1,-1,0.0
1232,大統益,164,165,-1,2,2,0,1.22
1233,天仁,68,69,-1,0,0,0,0.0
1234,黑松,9,9,0,0,0,0,0.0
1235,興泰,1153,1153,0,0,0,0,0.0
1236,宏亞,132,138,-6,0,0,0,0.0
1256,鮮活果汁-KY,334,325,9,2,1,1,0.6
1301,台塑,18220,17269,951,967,969,-2,5.31
1303,南亞,39926,41730,-1804,1917,1803,114,4.8
1304,台聚,9879,9789,90,71,71,0,0.72
1305,華夏,6261,6280,-19,27,31,-4,0.43
1307,三芳,1278,1288,-10,0,0,0,0.0
1308,亞聚,6076,6052,24,30,31,-1,0.49
1309,台達化,7572,7640,-68,29,52,-23,0.38
1310,台苯,11496,11462,34,71,58,13,0.62
1312,國喬,41834,40543,1291,376,401,-25,0.9
1313,聯成,10720,10636,84,42,42,0,0.39
1314,中石化,62846,62947,-101,51,51,0,0.08
1315,達新,86,80,6,0,0,0,0.0
1316,上曜,10995,10929,66,139,153,-14,1.26
1319,東陽,6892,6872,20,3,3,0,0.04
1321,大洋,7171,7174,-3,1,1,0,0.01
1323,永裕,72,77,-5,0,0,0,0.0
1324,地球,1260,1260,0,0,0,0,0.0
1325,恆大,2101,2156,-55,20,26,-6,0.95
1326,台化,22904,22713,191,511,445,66,2.23
1337,再生-KY,21512,21507,5,0,0,0,0.0
1338,廣華-KY,4079,4064,15,0,0,0,0.0
1339,昭輝,1021,1004,17,0,0,0,0.0
1340,勝悅-KY,988,988,0,0,0,0,0.0
1342,八貫,489,499,-10,3,3,0,0.61
1402,遠東新,8101,7898,203,74,76,-2,0.91
1409,新纖,22127,22397,-270,15,15,0,0.07
1410,南染,208,210,-2,0,0,0,0.0
1413,宏洲,0,0,0,0,0,0,0.0
1414,東和,821,845,-24,0,0,0,0.0
1416,廣豐,5618,5716,-98,48,48,0,0.85
1417,嘉裕,2077,2076,1,0,0,0,0.0
1418,東華,772,772,0,0,0,0,0.0
1419,新紡,1208,1212,-4,0,0,0,0.0
1423,利華,84,84,0,0,0,0,0.0
1432,大魯閣,153,153,0,0,0,0,0.0
1434,福懋,4235,4253,-18,0,0,0,0.0
1435,中福,0,0,0,0,0,0,0.0
1436,華友聯,909,910,-1,2,2,0,0.22
1437,勤益控,3254,3254,0,0,0,0,0.0
1438,三地開發,162,165,-3,0,0,0,0.0
1439,雋揚,995,994,1,5,5,0,0.5
1440,南紡,5681,5601,80,1,2,-1,0.02
1441,大東,0,0,0,0,0,0,0.0
1442,名軒,2579,2555,24,1,1,0,0.04
1443,立益物流,8,8,0,0,0,0,0.0
1444,力麗,830,823,7,0,0,0,0.0
1445,大宇,1278,1278,0,3,3,0,0.23
1446,宏和,1541,1530,11,0,0,0,0.0
1447,力鵬,598,600,-2,0,0,0,0.0
1449,佳和,2888,2889,-1,5,5,0,0.17
1451,年興,590,590,0,0,0,0,0.0
1452,宏益,106,106,0,0,0,0,0.0
1453,大將,834,834,0,0,0,0,0.0
1454,台富,2174,2174,0,0,0,0,0.0
1455,集盛,3463,3375,88,5,5,0,0.14
1456,怡華,788,789,-1,0,0,0,0.0
1457,宜進,632,635,-3,1,1,0,0.16
1459,聯發,302,293,9,0,0,0,0.0
1460,宏遠,0,0,0,0,0,0,0.0
1463,強盛新,499,498,1,0,0,0,0.0
1464,得力,1949,1947,2,0,0,0,0.0
1465,偉全,2967,2969,-2,0,0,0,0.0
1466,聚隆,2891,2870,21,2,0,2,0.07
1467,南緯,6998,7004,-6,6,1,5,0.09
1468,昶和,0,0,0,0,0,0,0.0
1470,大統新創,4,4,0,0,0,0,0.0
1471,首利,0,0,0,0,0,0,0.0
1472,三洋實業,3592,3587,5,3,3,0,0.08
1473,台南,819,819,0,2,2,0,0.24
1474,弘裕,3098,3098,0,0,0,0,0.0
1475,業旺,465,465,0,0,0,0,0.0
1476,儒鴻,1343,1294,49,19,19,0,1.41
1477,聚陽,1855,1816,39,11,10,1,0.59
1503,士電,3145,3119,26,15,15,0,0.48
1504,東元,27654,27409,245,130,132,-2,0.47
1506,正道,0,0,0,0,0,0,0.0
1512,瑞利,0,0,0,0,0,0,0.0
1513,中興電,6885,6933,-48,13,13,0,0.19
1514,亞力,6222,6212,10,66,66,0,1.06
1515,力山,2820,2867,-47,6,6,0,0.21
1516,川飛,1,2,-1,0,0,0,0.0
1517,利奇,1731,1731,0,3,3,0,0.17
1519,華城,4097,3998,99,62,63,-1,1.51
1521,大億,459,456,3,0,0,0,0.0
1522,堤維西,3571,3562,9,30,31,-1,0.84
1524,耿鼎,3623,3615,8,3,3,0,0.08
1525,江申,203,208,-5,0,0,0,0.0
1526,日馳,668,661,7,6,6,0,0.9
1527,鑽全,433,449,-16,0,0,0,0.0
1528,恩德,5504,5444,60,31,31,0,0.56
1529,樂事綠能,3088,3065,23,727,727,0,23.54
1530,亞崴,246,247,-1,0,0,0,0.0
1531,高林股,1570,1561,9,9,9,0,0.57
1532,勤美,2783,2775,8,0,0,0,0.0
1533,車王電,526,531,-5,2,2,0,0.38
1535,中宇,51,53,-2,0,0,0,0.0
1536,和大,6261,6285,-24,141,129,12,2.25
1537,廣隆,59,59,0,0,0,0,0.0
1538,正峰,0,0,0,0,0,0,0.0
1539,巨庭,1210,1209,1,0,0,0,0.0
1540,喬福,1384,1418,-34,1,2,-1,0.07
1541,錩泰,111,110,1,0,0,0,0.0
1558,伸興,159,164,-5,0,0,0,0.0
1560,中砂,1359,1405,-46,21,19,2,1.55
1563,巧新,3195,3080,115,2,0,2,0.06
1568,倉佑,2011,2013,-2,1,1,0,0.05
1582,信錦,3690,3680,10,4,4,0,0.11
1583,程泰,71,70,1,0,0,0,0.0
1587,吉茂,1670,1664,6,0,0,0,0.0
1589,永冠-KY,628,628,0,0,0,0,0.0
1590,亞德客-KY,95,130,-35,0,0,0,0.0
1597,直得,4084,4032,52,51,52,-1,1.25
1598,岱宇,2110,2134,-24,0,0,0,0.0
1603,華電,1919,1919,0,0,0,0,0.0
1604,聲寶,213,218,-5,0,0,0,0.0
1605,華新,42532,42080,452,1208,1230,-22,2.84
1608,華榮,7281,7174,107,42,50,-8,0.58
1609,大亞,12297,12204,93,13,13,0,0.11
1611,中電,3262,3263,-1,3,9,-6,0.09
1612,宏泰,1814,1805,9,0,0,0,0.0
1614,三洋電,299,300,-1,0,0,0,0.0
1615,大山,112,113,-1,0,0,0,0.0
1616,億泰,2674,2655,19,1,0,1,0.04
1617,榮星,1751,1730,21,3,3,0,0.17
1618,合機,3299,3272,27,0,0,0,0.0
1623,大東電,199,190,9,0,0,0,0.0
1626,艾美特-KY,1620,1623,-3,0,0,0,0.0
1702,南僑,263,263,0,0,0,0,0.0
1707,葡萄王,347,347,0,0,0,0,0.0
1708,東鹼,6802,6703,99,48,53,-5,0.71
1709,和益,31090,30742,348,53,51,2,0.17
1710,東聯,11950,11980,-30,78,78,0,0.65
1711,永光,17613,17571,42,159,216,-57,0.9
1712,興農,515,511,4,0,0,0,0.0
1713,國化,2550,2565,-15,0,0,0,0.0
1714,和桐,22144,21829,315,39,37,2,0.18
1717,長興,17208,16691,517,495,549,-54,2.88
1718,中纖,21857,21700,157,114,120,-6,0.52
1720,生達,300,290,10,0,0,0,0.0
1721,國慶科技,125,125,0,0,0,0,0.0
1722,台肥,3048,3015,33,0,0,0,0.0
1723,中碳,590,576,14,0,0,0,0.0
1725,元禎,245,247,-2,0,0,0,0.0
1726,永記,24,24,0,0,0,0,0.0
1727,中華化,6877,6531,346,251,297,-46,3.65
1730,花仙子,7,7,0,0,0,0,0.0
1731,美吾華,278,280,-2,0,0,0,0.0
1732,毛寶,736,740,-4,1,1,0,0.14
1733,五鼎,2267,2268,-1,6,6,0,0.26
1734,杏輝,309,308,1,0,0,0,0.0
1735,日勝化,692,690,2,0,0,0,0.0
1736,喬山,1776,1784,-8,1,1,0,0.06
1737,臺鹽,80,80,0,0,0,0,0.0
1752,南光,312,311,1,0,0,0,0.0
1760,寶齡富錦,1021,1025,-4,10,10,0,0.98
1762,中化生,825,820,5,1,1,0,0.12
1773,勝一,1289,1270,19,1,1,0,0.08
1776,展宇,639,639,0,1,1,0,0.16
1783,和康生,431,429,2,0,0,0,0.0
1786,科妍,4901,4899,2,0,1,-1,0.0
1789,神隆,3228,3272,-44,3,3,0,0.09
1795,美時,8559,8535,24,23,35,-12,0.27
1802,台玻,35696,35913,-217,1691,1656,35,4.74
1805,寶徠,1410,1410,0,0,0,0,0.0
1806,冠軍,2535,2537,-2,0,0,0,0.0
1808,潤隆,5088,5040,48,3,3,0,0.06
1809,中釉,5430,5423,7,35,39,-4,0.64
1810,和成,20897,20852,45,48,49,-1,0.23
1817,凱撒衛,24,24,0,0,0,0,0.0
1903,士紙,2291,2284,7,0,0,0,0.0
1904,正隆,4910,4773,137,35,34,1,0.71
1905,華紙,12145,12069,76,20,21,-1,0.16
1906,寶隆,7076,7077,-1,0,0,0,0.0
1907,永豐餘,24052,24021,31,5,5,0,0.02
1909,榮成,10940,10789,151,26,39,-13,0.24
2002,中鋼,39854,39848,6,88,99,-11,0.22
2006,東和鋼鐵,1106,1051,55,8,8,0,0.72
2007,燁興,5,5,0,0,0,0,0.0
2008,高興昌,92,92,0,0,0,0,0.0
2009,第一銅,6226,6179,47,34,38,-4,0.55
2010,春源,1743,1769,-26,1,1,0,0.06
2012,春雨,205,205,0,0,0,0,0.0
2013,中鋼構,1398,1397,1,0,0,0,0.0
2014,中鴻,890,896,-6,0,0,0,0.0
2015,豐興,30,30,0,0,0,0,0.0
2017,官田鋼,8218,8184,34,0,0,0,0.0
2020,美亞,649,651,-2,0,0,0,0.0
2022,聚亨,2037,2055,-18,0,0,0,0.0
2023,燁輝,2573,2624,-51,24,4,20,0.93
2024,志聯,70,67,3,0,0,0,0.0
2025,千興,492,469,23,0,0,0,0.0
2027,大成鋼,24614,23756,858,395,420,-25,1.6
2028,威致,1140,1147,-7,0,0,0,0.0
2029,盛餘,769,779,-10,0,0,0,0.0
2030,彰源,4354,4105,249,103,127,-24,2.37
2031,新光鋼,2671,2667,4,8,8,0,0.3
2032,新鋼,2257,2238,19,0,0,0,0.0
2033,佳大,3208,3177,31,86,84,2,2.68
2034,允強,2716,2845,-129,88,90,-2,3.24
2038,海光,3555,3563,-8,0,0,0,0.0
2049,上銀,3682,3746,-64,99,96,3,2.69
2059,川湖,717,720,-3,11,10,1,1.53
2062,橋椿,1265,1283,-18,0,1,-1,0.0
2069,運錩,610,604,6,9,9,0,1.48
2101,南港,19434,19352,82,0,0,0,0.0
2102,泰豐,3206,3247,-41,42,142,-100,1.31
2103,台橡,14436,14511,-75,93,88,5,0.64
2104,國際中橡,19586,19634,-48,45,45,0,0.23
2105,正新,9402,9374,28,27,27,0,0.29
2106,建大,3268,3173,95,0,0,0,0.0
2107,厚生,111,120,-9,0,0,0,0.0
2108,南帝,2171,2146,25,37,40,-3,1.7
2109,華豐,719,684,35,0,0,0,0.0
2114,鑫永銓,15,17,-2,0,0,0,0.0
2115,六暉-KY,470,470,0,3,3,0,0.64
2201,裕隆,10829,10702,127,106,105,1,0.98
2204,中華,1258,1245,13,0,0,0,0.0
2206,三陽工業,3154,3153,1,1,1,0,0.03
2207,和泰車,46,47,-1,0,0,0,0.0
2208,台船,0,0,0,0,0,0,0.0
2211,長榮鋼,581,576,5,0,0,0,0.0
2228,劍麟,1487,1492,-5,0,0,0,0.0
2231,為升,2625,2636,-11,136,136,0,5.18
2233,宇隆,3442,3448,-6,70,61,9,2.03
2236,百達-KY,11575,11516,59,3,4,-1,0.03
2239,英利-KY,1598,1597,1,0,0,0,0.0
2241,艾姆勒,7904,7863,41,16,16,0,0.2
2243,宏旭-KY,1447,1437,10,7,7,0,0.48
2247,汎德永業,105,106,-1,1,1,0,0.95
2248,華勝-KY,603,601,2,0,0,0,0.0
2250,IKKA-KY,1084,1089,-5,0,0,0,0.0
2254,巨鎧精密-創,3462,3346,116,0,0,0,0.0
2301,光寶科,18439,17732,707,262,335,-73,1.42
2302,麗正,4162,4271,-109,137,140,-3,3.29
2303,聯電,178956,170213,8743,7314,4944,2370,4.09
2305,全友,7132,6782,350,180,105,75,2.52
2308,台達電,9017,9106,-89,35,34,1,0.39
2312,金寶,43253,42736,517,368,420,-52,0.85
2313,華通,37288,34334,2954,1235,1364,-129,3.31
2314,台揚,0,0,0,0,0,0,0.0
