證券代號,證券名稱,融資今日餘額,融資前日餘額,融資增減,融券今日餘額,融券前日餘額,融券增減,券資比
00949,復華日本龍頭,99,99,0,0,0,0,0.0
00951,台新日本半導體,1629,1496,133,1,5,-4,0.06
00952,凱基台灣AI50,2150,2147,3,0,0,0,0.0
00953B,群益優選非投等債,102460,97483,4977,150,0,150,0.15
00954,中信日本半導體,1806,1703,103,0,0,0,0.0
00956,中信日經高股息,25,25,0,0,0,0,0.0
00960,野村全球航運龍頭,240,165,75,0,0,0,0.0
00961,FT臺灣永續高息,8664,8256,408,0,0,0,0.0
00962,台新AI優息動能,815,802,13,0,0,0,0.0
00963,中信全球高股息,183,173,10,0,0,0,0.0
00964,中信亞太高股息,71,59,12,0,0,0,0.0
00965,元大航太防衛科技,1182,1195,-13,41,41,0,3.47
00971,野村美國研發龍頭,10,10,0,0,0,0,0.0
00972,野村日本動能高息,0,0,0,0,0,0,0.0
009800,中信NASDAQ,1349,1353,-4,10,10,0,0.74
009801,中信美國創新科技,74,74,0,0,0,0,0.0
009802,富邦旗艦50,1911,1925,-14,0,0,0,0.0
009803,玉山市值動能50,1297,1024,273,0,0,0,0.0
009804,聯邦台精彩50,399,393,6,0,0,0,0.0
009805,台新美國電力基建,6694,6721,-27,0,0,0,0.0
009808,華南永昌優選50,3,3,0,0,0,0,0.0
009809,富邦淨零ESG50,3,3,0,0,0,0,0.0
00980A,主動野村臺灣優選,3136,3275,-139,41,26,15,1.31
009810,玉山全球藍籌100,4,4,0,0,0,0,0.0
009811,統一美國50,26,26,0,35,35,0,134.62
009812,野村日本東證,2,2,0,0,0,0,0.0
009813,貝萊德標普卓越50,57,57,0,0,0,0,0.0
009816,凱基台灣TOP50,25080,24685,395,716,707,9,2.85
009817,國泰日本不動產,62,62,0,0,0,0,0.0
009818,華南永昌NASDAQxT,33,33,0,0,0,0,0.0
009819,中信數據及電力,3822,4072,-250,1,1,0,0.03
00981A,主動統一台股增長,188484,183351,5133,0,5,-5,0.0
00981T,平衡凱基雙核收息,142,92,50,0,0,0,0.0
009820,元大納斯達克精選,2924,2944,-20,0,0,0,0.0
009821,野村稀土關鍵資源,2833,2393,440,2,3,-1,0.07
009824,群益美國科技巨頭,991,1032,-41,6,6,0,0.61
009826,貝萊德世界股票,8028,8017,11,0,0,0,0.0
009827,玉山未來全球算力,741,803,-62,1,1,0,0.13
009828,中信台日韓PCB,20786,24298,-3512,6,8,-2,0.03
009829,大華韓國KOSPI50,23492,20560,2932,217,189,28,0.92
00982A,主動群益台灣強棒,11906,11837,69,21,19,2,0.18
00982D,主動富邦動態入息,117,117,0,0,0,0,0.0
00982T,平衡兆豐台美動能,25,25,0,0,0,0,0.0
00983A,主動中信ARK創新,516,513,3,8,8,0,1.55
00983D,主動富邦複合收益,122,122,0,0,0,0,0.0
00984A,主動安聯台灣高息,1173,1173,0,1,2,-1,0.09
00984D,主動聯博全球非投,19697,19486,211,0,0,0,0.0
00985A,主動野村台灣50,2777,2658,119,62,72,-10,2.23
00985B,群益ESG投等債0-5,610,610,0,0,0,0,0.0
00986A,主動台新龍頭成長,54,55,-1,0,0,0,0.0
00987A,主動台新優勢成長,1615,1576,39,7,7,0,0.43
00988A,主動統一全球創新,53181,53687,-506,129,141,-12,0.24
00989A,主動摩根美國科技,78,79,-1,0,0,0,0.0
00990A,主動元大AI新經濟,16113,16238,-125,201,203,-2,1.25
00991A,主動復華未來50,116423,118415,-1992,1785,1335,450,1.53
00991B,貝萊德A級公司債,0,0,0,0,0,0,0.0
00992A,主動群益科技創新,17468,17583,-115,514,380,134,2.94
00993A,主動安聯台灣,884,850,34,23,24,-1,2.6
00994A,主動第一金台股優,1466,1478,-12,1,1,0,0.07
00995A,主動中信台灣卓越,1641,1672,-31,16,15,1,0.98
00996A,主動兆豐台灣豐收,3111,3066,45,4,4,0,0.13
00997A,主動群益美國增長,10922,10933,-11,1,1,0,0.01
00999A,主動野村臺灣高息,1915,1855,60,0,1,-1,0.0
1101,台泥,36728,36483,245,50,58,-8,0.14
1102,亞泥,744,758,-14,7,7,0,0.94
1103,嘉泥,4246,4209,37,0,0,0,0.0
1104,環泥,1756,1768,-12,0,0,0,0.0
1108,幸福,437,429,8,44,44,0,10.07
1109,信大,296,286,10,0,0,0,0.0
1110,東泥,2632,2680,-48,0,0,0,0.0
1201,味全,1375,1414,-39,0,0,0,0.0
1203,味王,21,21,0,0,0,0,0.0
1210,大成,559,571,-12,1,1,0,0.18
1213,大飲,0,0,0,0,0,0,0.0
1215,卜蜂,467,465,2,0,0,0,0.0
1216,統一,794,779,15,0,0,0,0.0
1217,愛之味,1856,2017,-161,7,6,1,0.38
1218,泰山,1698,1687,11,21,21,0,1.24
1219,福壽,318,352,-34,1,1,0,0.31
1220,台榮,725,732,-7,1,1,0,0.14
1225,福懋油,6765,6765,0,1,1,0,0.01
1227,佳格,1280,1282,-2,1,1,0,0.08
1229,聯華,2896,2822,74,16,16,0,0.55
1231,聯華食,252,253,-1,0,0,0,0.0
1232,大統益,153,156,-3,0,0,0,0.0
1233,天仁,66,66,0,0,0,0,0.0
1234,黑松,9,9,0,0,0,0,0.0
1235,興泰,1153,1153,0,0,0,0,0.0
1236,宏亞,124,124,0,0,0,0,0.0
1256,鮮活果汁-KY,332,354,-22,2,2,0,0.6
1301,台塑,17800,17691,109,850,874,-24,4.78
1303,南亞,40652,41588,-936,1857,2269,-412,4.57
1304,台聚,9830,9627,203,83,85,-2,0.84
1305,華夏,6311,6264,47,29,29,0,0.46
1307,三芳,1208,1210,-2,0,0,0,0.0
1308,亞聚,6090,6047,43,28,28,0,0.46
1309,台達化,8170,8046,124,38,56,-18,0.47
1310,台苯,11485,11454,31,73,73,0,0.64
1312,國喬,39033,38299,734,363,400,-37,0.93
1313,聯成,10869,10793,76,43,43,0,0.4
1314,中石化,57418,57308,110,50,50,0,0.09
1315,達新,72,84,-12,0,0,0,0.0
1316,上曜,11009,10852,157,24,61,-37,0.22
1319,東陽,6967,6989,-22,8,10,-2,0.11
1321,大洋,7178,7175,3,1,1,0,0.01
1323,永裕,65,69,-4,0,0,0,0.0
1324,地球,1248,1247,1,0,0,0,0.0
1325,恆大,2101,2105,-4,18,18,0,0.86
1326,台化,21614,22436,-822,412,447,-35,1.91
1337,再生-KY,21517,21516,1,0,0,0,0.0
1338,廣華-KY,4136,4101,35,0,0,0,0.0
1339,昭輝,1012,1014,-2,0,0,0,0.0
1340,勝悅-KY,988,988,0,0,0,0,0.0
1342,八貫,483,479,4,3,3,0,0.62
1402,遠東新,7965,8209,-244,63,63,0,0.79
1409,新纖,23779,24021,-242,200,558,-358,0.84
1410,南染,209,209,0,0,0,0,0.0
1413,宏洲,0,0,0,0,0,0,0.0
1414,東和,821,765,56,0,0,0,0.0
1416,廣豐,5657,5608,49,20,20,0,0.35
1417,嘉裕,2083,2083,0,0,0,0,0.0
1418,東華,777,777,0,0,0,0,0.0
1419,新紡,1219,1218,1,0,0,0,0.0
1423,利華,88,87,1,0,0,0,0.0
1432,大魯閣,149,149,0,0,0,0,0.0
1434,福懋,4193,4212,-19,0,1,-1,0.0
1435,中福,0,0,0,0,0,0,0.0
1436,華友聯,891,892,-1,2,2,0,0.22
1437,勤益控,3165,3165,0,0,0,0,0.0
1438,三地開發,151,151,0,0,0,0,0.0
1439,雋揚,992,992,0,5,5,0,0.5
1440,南紡,5571,5585,-14,0,7,-7,0.0
1441,大東,0,0,0,0,0,0,0.0
1442,名軒,2642,2613,29,1,1,0,0.04
1443,立益物流,8,8,0,0,0,0,0.0
1444,力麗,741,824,-83,6,3,3,0.81
1445,大宇,1304,1290,14,1,1,0,0.08
1446,宏和,1596,1594,2,0,0,0,0.0
1447,力鵬,556,576,-20,0,0,0,0.0
1449,佳和,2963,2903,60,5,5,0,0.17
1451,年興,566,585,-19,0,0,0,0.0
1452,宏益,106,106,0,0,0,0,0.0
1453,大將,831,831,0,0,0,0,0.0
1454,台富,2262,2260,2,0,0,0,0.0
1455,集盛,3339,3353,-14,0,0,0,0.0
1456,怡華,810,840,-30,0,0,0,0.0
1457,宜進,624,624,0,1,1,0,0.16
1459,聯發,285,285,0,0,0,0,0.0
1460,宏遠,0,0,0,0,0,0,0.0
1463,強盛新,501,503,-2,0,0,0,0.0
1464,得力,1965,1968,-3,0,0,0,0.0
1465,偉全,2921,2919,2,0,0,0,0.0
1466,聚隆,2900,2880,20,6,2,4,0.21
1467,南緯,7008,7019,-11,1,1,0,0.01
1468,昶和,0,0,0,0,0,0,0.0
1470,大統新創,3,2,1,0,0,0,0.0
1471,首利,0,0,0,0,0,0,0.0
1472,三洋實業,3592,3592,0,3,3,0,0.08
1473,台南,819,819,0,2,2,0,0.24
1474,弘裕,2967,3046,-79,0,0,0,0.0
1475,業旺,465,464,1,0,0,0,0.0
1476,儒鴻,1460,1453,7,20,20,0,1.37
1477,聚陽,1734,1733,1,3,3,0,0.17
1503,士電,2725,2760,-35,13,13,0,0.48
1504,東元,27526,27470,56,77,95,-18,0.28
1506,正道,0,0,0,0,0,0,0.0
1512,瑞利,0,0,0,0,0,0,0.0
1513,中興電,6738,6797,-59,13,14,-1,0.19
1514,亞力,6031,6146,-115,31,38,-7,0.51
1515,力山,2972,2763,209,3,2,1,0.1
1516,川飛,1,1,0,0,0,0,0.0
1517,利奇,1769,1748,21,0,0,0,0.0
1519,華城,3937,3935,2,59,59,0,1.5
1521,大億,461,462,-1,0,0,0,0.0
1522,堤維西,3480,3499,-19,31,30,1,0.89
1524,耿鼎,3562,3569,-7,2,2,0,0.06
1525,江申,204,204,0,0,0,0,0.0
1526,日馳,650,659,-9,6,6,0,0.92
1527,鑽全,381,394,-13,0,0,0,0.0
1528,恩德,6681,5844,837,74,37,37,1.11
1529,樂事綠能,3115,3126,-11,832,838,-6,26.71
1530,亞崴,247,247,0,0,0,0,0.0
1531,高林股,1560,1587,-27,9,9,0,0.58
1532,勤美,2823,2796,27,3,3,0,0.11
1533,車王電,516,518,-2,2,2,0,0.39
1535,中宇,50,51,-1,0,0,0,0.0
1536,和大,6262,6260,2,127,127,0,2.03
1537,廣隆,60,60,0,0,0,0,0.0
1538,正峰,0,0,0,0,0,0,0.0
1539,巨庭,1210,1210,0,0,0,0,0.0
1540,喬福,1369,1369,0,1,1,0,0.07
1541,錩泰,105,114,-9,0,0,0,0.0
1558,伸興,275,146,129,0,0,0,0.0
1560,中砂,1189,1290,-101,96,23,73,8.07
1563,巧新,2893,3043,-150,3,6,-3,0.1
1568,倉佑,2034,2001,33,2,1,1,0.1
1582,信錦,3668,3669,-1,4,5,-1,0.11
1583,程泰,69,69,0,0,0,0,0.0
1587,吉茂,1624,1635,-11,0,0,0,0.0
1589,永冠-KY,628,628,0,0,0,0,0.0
1590,亞德客-KY,110,109,1,0,0,0,0.0
1597,直得,3603,3545,58,16,17,-1,0.44
1598,岱宇,2148,2162,-14,0,0,0,0.0
1603,華電,1925,1914,11,0,0,0,0.0
1604,聲寶,159,213,-54,0,0,0,0.0
1605,華新,42948,42926,22,1140,1165,-25,2.65
1608,華榮,6997,7020,-23,42,42,0,0.6
1609,大亞,12102,12088,14,14,14,0,0.12
1611,中電,3244,3269,-25,3,3,0,0.09
1612,宏泰,1784,1783,1,0,0,0,0.0
1614,三洋電,295,299,-4,0,0,0,0.0
1615,大山,111,111,0,0,0,0,0.0
1616,億泰,2653,2666,-13,0,0,0,0.0
1617,榮星,1767,1762,5,6,6,0,0.34
1618,合機,3234,3253,-19,0,0,0,0.0
1623,大東電,349,347,2,0,0,0,0.0
1626,艾美特-KY,1567,1607,-40,0,0,0,0.0
1702,南僑,264,262,2,0,0,0,0.0
1707,葡萄王,410,406,4,1,0,1,0.24
1708,東鹼,6479,6598,-119,43,44,-1,0.66
1709,和益,31367,30219,1148,142,86,56,0.45
1710,東聯,11130,11445,-315,62,72,-10,0.56
1711,永光,16455,16724,-269,119,146,-27,0.72
1712,興農,512,546,-34,0,0,0,0.0
1713,國化,3215,3145,70,0,0,0,0.0
1714,和桐,19458,21875,-2417,46,89,-43,0.24
1717,長興,17293,17486,-193,477,476,1,2.76
1718,中纖,21968,21794,174,125,143,-18,0.57
1720,生達,316,314,2,0,0,0,0.0
1721,國慶科技,125,125,0,0,0,0,0.0
1722,台肥,3287,3216,71,3,0,3,0.09
1723,中碳,637,625,12,6,28,-22,0.94
1725,元禎,253,248,5,0,0,0,0.0
1726,永記,45,45,0,0,0,0,0.0
1727,中華化,6747,6717,30,196,203,-7,2.9
1730,花仙子,11,11,0,0,0,0,0.0
1731,美吾華,285,275,10,0,0,0,0.0
1732,毛寶,717,714,3,1,1,0,0.14
1733,五鼎,2253,2253,0,1,6,-5,0.04
1734,杏輝,311,311,0,0,0,0,0.0
1735,日勝化,695,694,1,0,0,0,0.0
1736,喬山,1755,1728,27,1,1,0,0.06
1737,臺鹽,81,81,0,0,0,0,0.0
1752,南光,303,301,2,0,0,0,0.0
1760,寶齡富錦,1019,1017,2,10,10,0,0.98
1762,中化生,835,828,7,1,1,0,0.12
1773,勝一,1291,1294,-3,1,1,0,0.08
1776,展宇,644,644,0,1,1,0,0.16
1783,和康生,434,430,4,0,0,0,0.0
1786,科妍,4835,4873,-38,0,4,-4,0.0
1789,神隆,3105,3117,-12,13,13,0,0.42
1795,美時,8501,8592,-91,9,9,0,0.11
1802,台玻,35682,35746,-64,1432,1625,-193,4.01
1805,寶徠,1430,1430,0,0,0,0,0.0
1806,冠軍,2493,2512,-19,0,0,0,0.0
1808,潤隆,5078,5086,-8,2,2,0,0.04
1809,中釉,5602,5617,-15,36,54,-18,0.64
1810,和成,20882,20919,-37,46,32,14,0.22
1817,凱撒衛,22,22,0,0,0,0,0.0
1903,士紙,2284,2281,3,0,0,0,0.0
1904,正隆,4930,5002,-72,29,35,-6,0.59
1905,華紙,12130,12131,-1,3,4,-1,0.02
1906,寶隆,7024,7023,1,0,0,0,0.0
1907,永豐餘,24031,24041,-10,5,5,0,0.02
1909,榮成,10870,10853,17,7,7,0,0.06
2002,中鋼,38141,38061,80,66,84,-18,0.17
2006,東和鋼鐵,1058,1088,-30,7,7,0,0.66
2007,燁興,5,5,0,0,0,0,0.0
2008,高興昌,93,93,0,0,0,0,0.0
2009,第一銅,6391,6499,-108,28,36,-8,0.44
2010,春源,1726,1702,24,1,1,0,0.06
2012,春雨,200,205,-5,0,0,0,0.0
2013,中鋼構,1401,1400,1,0,0,0,0.0
2014,中鴻,677,717,-40,0,0,0,0.0
2015,豐興,30,30,0,0,0,0,0.0
2017,官田鋼,8211,8208,3,0,0,0,0.0
2020,美亞,633,633,0,0,0,0,0.0
2022,聚亨,2024,2028,-4,0,0,0,0.0
2023,燁輝,2394,2395,-1,8,28,-20,0.33
2024,志聯,70,70,0,0,0,0,0.0
2025,千興,517,512,5,0,0,0,0.0
2027,大成鋼,22585,23075,-490,481,473,8,2.13
2028,威致,1120,1104,16,0,0,0,0.0
2029,盛餘,741,771,-30,0,0,0,0.0
2030,彰源,3195,3381,-186,156,151,5,4.88
2031,新光鋼,2630,2602,28,2,2,0,0.08
2032,新鋼,2210,2249,-39,0,0,0,0.0
2033,佳大,3049,2940,109,119,112,7,3.9
2034,允強,2694,2695,-1,80,88,-8,2.97
2038,海光,3557,3556,1,0,0,0,0.0
2049,上銀,3669,3603,66,77,86,-9,2.1
2059,川湖,667,677,-10,1,3,-2,0.15
2062,橋椿,1267,1271,-4,0,0,0,0.0
2069,運錩,1686,1010,676,62,39,23,3.68
2101,南港,19493,19501,-8,0,0,0,0.0
2102,泰豐,3057,3053,4,22,22,0,0.72
2103,台橡,11949,12195,-246,76,75,1,0.64
2104,國際中橡,19470,19423,47,67,67,0,0.34
2105,正新,9446,9379,67,9,9,0,0.1
2106,建大,3281,3261,20,0,0,0,0.0
2107,厚生,220,175,45,0,0,0,0.0
2108,南帝,2168,2163,5,37,37,0,1.71
2109,華豐,727,719,8,0,0,0,0.0
2114,鑫永銓,14,14,0,0,0,0,0.0
2115,六暉-KY,467,464,3,3,3,0,0.64
2201,裕隆,10840,10770,70,117,106,11,1.08
2204,中華,1266,1266,0,0,0,0,0.0
2206,三陽工業,3123,3143,-20,1,1,0,0.03
2207,和泰車,41,41,0,0,0,0,0.0
2208,台船,0,0,0,0,0,0,0.0
2211,長榮鋼,579,578,1,0,0,0,0.0
2228,劍麟,1466,1468,-2,0,0,0,0.0
2231,為升,2621,2622,-1,147,145,2,5.61
2233,宇隆,3279,3304,-25,52,33,19,1.59
2236,百達-KY,11830,11748,82,7,5,2,0.06
2239,英利-KY,1608,1604,4,0,0,0,0.0
2241,艾姆勒,8028,8009,19,16,16,0,0.2
2243,宏旭-KY,1503,1490,13,6,7,-1,0.4
2247,汎德永業,108,105,3,1,1,0,0.93
2248,華勝-KY,546,572,-26,0,0,0,0.0
2250,IKKA-KY,1066,1070,-4,0,0,0,0.0
2254,巨鎧精密-創,4651,4332,319,0,0,0,0.0
2301,光寶科,16393,18464,-2071,126,204,-78,0.77
2302,麗正,4208,4188,20,111,112,-1,2.64
2303,聯電,194471,201658,-7187,5677,6133,-456,2.92
2305,全友,8458,8181,277,604,587,17,7.14
2308,台達電,9984,9893,91,23,34,-11,0.23
2312,金寶,43628,43603,25,173,283,-110,0.4
2313,華通,36550,36963,-413,1040,1057,-17,2.85
2314,台揚,0,0,0,0,0,0,0.0
